"","GEO","Ref_Date","TYPE","STATUS","IMMIGRA","Value","GEO2"
"464","British Columbia","1995/1996","University","Total, registration status","Canadian students",67500,"BC"
"465","British Columbia","2011/2012","University","Part-time student","Total, student status",74304,"BC"
"466","British Columbia","2011/2012","University","Total, registration status","Canadian students",149358,"BC"
"467","British Columbia","1995/1996","University","Full-time student","Canadian students",46446,"BC"
"468","British Columbia","2002/2003","College","Full-time student","International students",5379,"BC"
"469","British Columbia","1995/1996","University","Full-time student","Total, student status",49593,"BC"
"470","British Columbia","1998/1999","University","Full-time student","Total, student status",54039,"BC"
"471","British Columbia","1996/1997","University","Part-time student","Total, student status",23013,"BC"
"472","British Columbia","1993/1994","University","Full-time student","Canadian students",42660,"BC"
"473","British Columbia","2001/2002","University","Total, registration status","Canadian students",75081,"BC"
"474","British Columbia","1995/1996","University","Total, registration status","International students",3999,"BC"
"475","British Columbia","1993/1994","University","Part-time student","Total, student status",21087,"BC"
"476","British Columbia","2004/2005","University","Full-time student","Canadian students",58122,"BC"
"477","British Columbia","2011/2012","University","Total, registration status","Total, student status",174015,"BC"
"478","British Columbia","2008/2009","University","Full-time student","Total, student status",102144,"BC"
"479","British Columbia","2008/2009","University","Part-time student","Canadian students",48126,"BC"
"480","British Columbia","2008/2009","University","Part-time student","International students",4695,"BC"
"481","British Columbia","1993/1994","University","Total, registration status","Canadian students",63045,"BC"
"482","British Columbia","2013/2014","College","Full-time student","Total, student status",43560,"BC"
"483","British Columbia","2004/2005","University","Part-time student","Canadian students",24105,"BC"
"484","British Columbia","2001/2002","University","Part-time student","Canadian students",20394,"BC"
"485","British Columbia","2001/2002","University","Part-time student","International students",1134,"BC"
"486","British Columbia","1996/1997","University","Total, registration status","International students",4047,"BC"
"487","British Columbia","1996/1997","University","Total, registration status","Total, student status",74580,"BC"
"488","British Columbia","2000/2001","University","Part-time student","Canadian students",20988,"BC"
"489","British Columbia","2000/2001","University","Part-time student","International students",1143,"BC"
"490","British Columbia","2000/2001","University","Part-time student","Total, student status",22134,"BC"
"491","British Columbia","1999/2000","College","Part-time student","Total, student status",47721,"BC"
"492","British Columbia","2014/2015","University","Part-time student","Total, student status",65688,"BC"
"493","British Columbia","1997/1998","College","Total, registration status","Total, student status",85923,"BC"
"494","British Columbia","1997/1998","University","Full-time student","Canadian students",49905,"BC"
"495","British Columbia","1995/1996","University","Full-time student","International students",3147,"BC"
"496","British Columbia","1997/1998","University","Full-time student","Total, student status",53013,"BC"
"497","British Columbia","1997/1998","University","Part-time student","Canadian students",21057,"BC"
"498","British Columbia","2000/2001","College","Part-time student","Total, student status",47535,"BC"
"499","British Columbia","2000/2001","College","Total, registration status","Canadian students",91965,"BC"
"500","British Columbia","2004/2005","University","Total, registration status","Total, student status",92724,"BC"
"501","British Columbia","1995/1996","University","Total, registration status","Total, student status",71502,"BC"
"502","British Columbia","2001/2002","College","Full-time student","Total, student status",64071,"BC"
"503","British Columbia","2001/2002","College","Part-time student","Canadian students",49479,"BC"
"504","British Columbia","2014/2015","University","Part-time student","International students",10023,"BC"
"505","British Columbia","2014/2015","College","Full-time student","Canadian students",37041,"BC"
"506","British Columbia","2014/2015","University","Total, registration status","Canadian students",145494,"BC"
"507","British Columbia","2014/2015","University","Total, registration status","International students",32256,"BC"
"508","British Columbia","2000/2001","University","Total, registration status","Canadian students",70620,"BC"
"509","British Columbia","1993/1994","University","Total, registration status","International students",3843,"BC"
"510","British Columbia","2000/2001","University","Total, registration status","Total, student status",75126,"BC"
"511","British Columbia","2004/2005","University","Part-time student","International students",2496,"BC"
"512","British Columbia","2004/2005","University","Part-time student","Total, student status",26601,"BC"
"513","British Columbia","2000/2001","College","Total, registration status","International students",9393,"BC"
"514","British Columbia","2008/2009","College","Total, registration status","Total, student status",70995,"BC"
"515","British Columbia","2008/2009","University","Full-time student","Canadian students",89835,"BC"
"516","British Columbia","2008/2009","University","Full-time student","International students",12306,"BC"
"517","British Columbia","1997/1998","College","Full-time student","Total, student status",35598,"BC"
"518","British Columbia","2011/2012","University","Full-time student","Total, student status",99711,"BC"
"519","British Columbia","1997/1998","College","Part-time student","Total, student status",50322,"BC"
"520","British Columbia","1995/1996","College","Part-time student","Total, student status",46056,"BC"
"521","British Columbia","1995/1996","College","Total, registration status","Total, student status",78531,"BC"
"522","British Columbia","1997/1998","University","Full-time student","International students",3108,"BC"
"523","British Columbia","1998/1999","University","Full-time student","Canadian students",51003,"BC"
"524","British Columbia","1998/1999","University","Full-time student","International students",3036,"BC"
"525","British Columbia","1992/1993","College","Full-time student","Total, student status",30537,"BC"
"526","British Columbia","2001/2002","University","Part-time student","Total, student status",21528,"BC"
"527","British Columbia","2000/2001","College","Total, registration status","Total, student status",107580,"BC"
"528","British Columbia","2000/2001","University","Full-time student","Canadian students",49632,"BC"
"529","British Columbia","2014/2015","University","Part-time student","Canadian students",55662,"BC"
"530","British Columbia","2003/2004","University","Total, registration status","Total, student status",85440,"BC"
"531","British Columbia","2001/2002","University","Total, registration status","Total, student status",80388,"BC"
"532","British Columbia","2001/2002","College","Full-time student","International students",5667,"BC"
"533","British Columbia","2004/2005","College","Part-time student","International students",1173,"BC"
"534","British Columbia","2001/2002","College","Part-time student","International students",2460,"BC"
"535","British Columbia","2001/2002","College","Part-time student","Total, student status",51936,"BC"
"536","British Columbia","2001/2002","College","Total, registration status","Canadian students",107877,"BC"
"537","British Columbia","2013/2014","College","Full-time student","International students",4905,"BC"
"538","British Columbia","1993/1994","University","Total, registration status","Total, student status",66888,"BC"
"539","British Columbia","2003/2004","University","Part-time student","Canadian students",17907,"BC"
"540","British Columbia","2007/2008","College","Total, registration status","Canadian students",99030,"BC"
"541","British Columbia","2001/2002","University","Total, registration status","International students",5307,"BC"
"542","British Columbia","2003/2004","University","Total, registration status","International students",7575,"BC"
"543","British Columbia","2013/2014","College","Total, registration status","International students",7611,"BC"
"544","British Columbia","1999/2000","College","Full-time student","Total, student status",39177,"BC"
"545","British Columbia","1996/1997","College","Full-time student","Total, student status",34311,"BC"
"546","British Columbia","1996/1997","College","Part-time student","Total, student status",45933,"BC"
"547","British Columbia","1999/2000","College","Total, registration status","Total, student status",86895,"BC"
"548","British Columbia","1999/2000","University","Full-time student","Canadian students",49977,"BC"
"549","British Columbia","2010/2011","University","Total, registration status","Total, student status",171840,"BC"
"550","British Columbia","1999/2000","University","Full-time student","Total, student status",53118,"BC"
"551","British Columbia","1999/2000","University","Part-time student","Canadian students",20145,"BC"
"552","British Columbia","2013/2014","College","Part-time student","Canadian students",51432,"BC"
"553","British Columbia","2003/2004","University","Part-time student","International students",1602,"BC"
"554","British Columbia","2003/2004","University","Part-time student","Total, student status",19506,"BC"
"555","British Columbia","2013/2014","College","Total, registration status","Canadian students",90084,"BC"
"556","British Columbia","2006/2007","University","Total, registration status","International students",14013,"BC"
"557","British Columbia","2004/2005","College","Full-time student","International students",4668,"BC"
"558","British Columbia","2004/2005","College","Full-time student","Total, student status",67692,"BC"
"559","British Columbia","2004/2005","College","Part-time student","Canadian students",47739,"BC"
"560","British Columbia","1994/1995","University","Part-time student","International students",801,"BC"
"561","British Columbia","2004/2005","College","Part-time student","Total, student status",48909,"BC"
"562","British Columbia","1998/1999","College","Total, registration status","Total, student status",86781,"BC"
"563","British Columbia","2004/2005","College","Total, registration status","International students",5841,"BC"
"564","British Columbia","2010/2011","College","Full-time student","Canadian students",38205,"BC"
"565","British Columbia","1999/2000","University","Part-time student","International students",1014,"BC"
"566","British Columbia","2004/2005","University","Total, registration status","International students",10500,"BC"
"567","British Columbia","2013/2014","College","Part-time student","Total, student status",54138,"BC"
"568","British Columbia","2003/2004","College","Full-time student","International students",4065,"BC"
"569","British Columbia","2010/2011","College","Total, registration status","International students",6285,"BC"
"570","British Columbia","2002/2003","College","Full-time student","Total, student status",65103,"BC"
"571","British Columbia","2010/2011","University","Full-time student","International students",13569,"BC"
"572","British Columbia","2010/2011","University","Full-time student","Total, student status",98346,"BC"
"573","British Columbia","2010/2011","University","Part-time student","Canadian students",65766,"BC"
"574","British Columbia","2010/2011","University","Part-time student","International students",7731,"BC"
"575","British Columbia","2004/2005","College","Total, registration status","Canadian students",110763,"BC"
"576","British Columbia","2010/2011","University","Total, registration status","Canadian students",150543,"BC"
"577","British Columbia","2012/2013","College","Full-time student","International students",4341,"BC"
"578","British Columbia","2007/2008","College","Full-time student","Canadian students",53625,"BC"
"579","British Columbia","1993/1994","College","Total, registration status","Total, student status",78480,"BC"
"580","British Columbia","2006/2007","University","Part-time student","Total, student status",35994,"BC"
"581","British Columbia","2006/2007","University","Total, registration status","Canadian students",102540,"BC"
"582","British Columbia","2012/2013","College","Part-time student","Total, student status",53187,"BC"
"583","British Columbia","2012/2013","College","Total, registration status","Canadian students",89625,"BC"
"584","British Columbia","2012/2013","College","Total, registration status","International students",6918,"BC"
"585","British Columbia","2012/2013","College","Total, registration status","Total, student status",96543,"BC"
"586","British Columbia","2012/2013","University","Full-time student","Canadian students",82752,"BC"
"587","British Columbia","2014/2015","College","Full-time student","International students",6219,"BC"
"588","British Columbia","2000/2001","College","Full-time student","Canadian students",50925,"BC"
"589","British Columbia","2000/2001","College","Full-time student","International students",5973,"BC"
"590","British Columbia","2000/2001","College","Full-time student","Total, student status",60048,"BC"
"591","British Columbia","2000/2001","College","Part-time student","Canadian students",41043,"BC"
"592","British Columbia","2010/2011","College","Part-time student","Canadian students",52560,"BC"
"593","British Columbia","2013/2014","College","Part-time student","International students",2706,"BC"
"594","British Columbia","2010/2011","College","Total, registration status","Canadian students",90768,"BC"
"595","British Columbia","2014/2015","University","Full-time student","Canadian students",89832,"BC"
"596","British Columbia","2014/2015","University","Full-time student","International students",22230,"BC"
"597","British Columbia","2014/2015","University","Full-time student","Total, student status",112062,"BC"
"598","British Columbia","1994/1995","University","Full-time student","Total, student status",47697,"BC"
"599","British Columbia","1994/1995","University","Part-time student","Canadian students",20886,"BC"
"600","British Columbia","2001/2002","College","Full-time student","Canadian students",58401,"BC"
"601","British Columbia","1994/1995","University","Part-time student","Total, student status",21687,"BC"
"602","British Columbia","1994/1995","University","Total, registration status","Canadian students",65286,"BC"
"603","British Columbia","2014/2015","University","Total, registration status","Total, student status",177747,"BC"
"604","British Columbia","2000/2001","University","Total, registration status","International students",4506,"BC"
"605","British Columbia","2000/2001","College","Part-time student","International students",3420,"BC"
"606","British Columbia","2014/2015","College","Total, registration status","International students",9018,"BC"
"607","British Columbia","2014/2015","College","Total, registration status","Total, student status",95058,"BC"
"608","British Columbia","2007/2008","College","Part-time student","Total, student status",47253,"BC"
"609","British Columbia","2005/2006","College","Full-time student","Canadian students",54348,"BC"
"610","British Columbia","2005/2006","College","Full-time student","International students",3627,"BC"
"611","British Columbia","2007/2008","College","Total, registration status","International students",5013,"BC"
"612","British Columbia","2007/2008","College","Total, registration status","Total, student status",104040,"BC"
"613","British Columbia","2007/2008","University","Full-time student","Canadian students",69918,"BC"
"614","British Columbia","2007/2008","University","Full-time student","International students",11394,"BC"
"615","British Columbia","2010/2011","University","Part-time student","Total, student status",73497,"BC"
"616","British Columbia","2007/2008","University","Full-time student","Total, student status",81312,"BC"
"617","British Columbia","2010/2011","University","Total, registration status","International students",21300,"BC"
"618","British Columbia","2013/2014","College","Full-time student","Canadian students",38652,"BC"
"619","British Columbia","2007/2008","College","Full-time student","International students",3162,"BC"
"620","British Columbia","2010/2011","College","Part-time student","International students",2436,"BC"
"621","British Columbia","2003/2004","College","Full-time student","Canadian students",62868,"BC"
"622","British Columbia","2007/2008","University","Total, registration status","Total, student status",117375,"BC"
"623","British Columbia","2009/2010","College","Total, registration status","International students",5508,"BC"
"624","British Columbia","2009/2010","College","Total, registration status","Total, student status",94386,"BC"
"625","British Columbia","2003/2004","College","Full-time student","Total, student status",66930,"BC"
"626","British Columbia","2003/2004","College","Part-time student","Canadian students",48939,"BC"
"627","British Columbia","1995/1996","College","Full-time student","Total, student status",32475,"BC"
"628","British Columbia","1998/1999","College","Full-time student","Total, student status",37128,"BC"
"629","British Columbia","1998/1999","College","Part-time student","Total, student status",49653,"BC"
"630","British Columbia","2011/2012","College","Full-time student","Canadian students",39054,"BC"
"631","British Columbia","2011/2012","College","Full-time student","International students",3939,"BC"
"632","British Columbia","2011/2012","College","Full-time student","Total, student status",42993,"BC"
"633","British Columbia","2011/2012","College","Part-time student","Canadian students",53799,"BC"
"634","British Columbia","2011/2012","College","Part-time student","International students",2319,"BC"
"635","British Columbia","2011/2012","College","Part-time student","Total, student status",56118,"BC"
"636","British Columbia","2011/2012","College","Total, registration status","Canadian students",92853,"BC"
"637","British Columbia","2003/2004","University","Total, registration status","Canadian students",77865,"BC"
"638","British Columbia","2011/2012","University","Full-time student","Canadian students",83715,"BC"
"639","British Columbia","2011/2012","University","Full-time student","International students",15996,"BC"
"640","British Columbia","2013/2014","University","Full-time student","Total, student status",101913,"BC"
"641","British Columbia","2013/2014","University","Part-time student","Canadian students",67368,"BC"
"642","British Columbia","2006/2007","University","Total, registration status","Total, student status",116550,"BC"
"643","British Columbia","2013/2014","University","Part-time student","Total, student status",77901,"BC"
"644","British Columbia","2007/2008","University","Part-time student","Canadian students",33057,"BC"
"645","British Columbia","2012/2013","College","Full-time student","Canadian students",39012,"BC"
"646","British Columbia","2010/2011","College","Full-time student","International students",3852,"BC"
"647","British Columbia","2010/2011","College","Full-time student","Total, student status",42060,"BC"
"648","British Columbia","2008/2009","University","Total, registration status","International students",17001,"BC"
"649","British Columbia","2010/2011","College","Part-time student","Total, student status",54996,"BC"
"650","British Columbia","2007/2008","College","Part-time student","International students",1851,"BC"
"651","British Columbia","2006/2007","College","Full-time student","Total, student status",57765,"BC"
"652","British Columbia","2013/2014","College","Total, registration status","Total, student status",97698,"BC"
"653","British Columbia","2006/2007","College","Part-time student","International students",2766,"BC"
"654","British Columbia","2006/2007","College","Part-time student","Total, student status",44805,"BC"
"655","British Columbia","2013/2014","University","Part-time student","International students",10533,"BC"
"656","British Columbia","1996/1997","University","Full-time student","Canadian students",48516,"BC"
"657","British Columbia","1999/2000","University","Full-time student","International students",3141,"BC"
"658","British Columbia","1996/1997","University","Full-time student","Total, student status",51567,"BC"
"659","British Columbia","2012/2013","College","Full-time student","Total, student status",43356,"BC"
"660","British Columbia","2012/2013","College","Part-time student","Canadian students",50613,"BC"
"661","British Columbia","2012/2013","College","Part-time student","International students",2577,"BC"
"662","British Columbia","2006/2007","College","Full-time student","Canadian students",54378,"BC"
"663","British Columbia","2006/2007","College","Full-time student","International students",3387,"BC"
"664","British Columbia","2008/2009","College","Total, registration status","International students",5682,"BC"
"665","British Columbia","2006/2007","College","Part-time student","Canadian students",42039,"BC"
"666","British Columbia","2011/2012","College","Total, registration status","Total, student status",99111,"BC"
"667","British Columbia","2002/2003","College","Part-time student","Canadian students",49638,"BC"
"668","British Columbia","1996/1997","College","Total, registration status","Total, student status",80244,"BC"
"669","British Columbia","2002/2003","College","Part-time student","Total, student status",52275,"BC"
"670","British Columbia","2002/2003","College","Total, registration status","Canadian students",109359,"BC"
"671","British Columbia","2002/2003","College","Total, registration status","International students",8019,"BC"
"672","British Columbia","1996/1997","University","Part-time student","Canadian students",22020,"BC"
"673","British Columbia","1996/1997","University","Part-time student","International students",993,"BC"
"674","British Columbia","1993/1994","College","Part-time student","Total, student status",47370,"BC"
"675","British Columbia","1993/1994","College","Full-time student","Total, student status",31113,"BC"
"676","British Columbia","2008/2009","College","Total, registration status","Canadian students",65316,"BC"
"677","British Columbia","2008/2009","University","Total, registration status","Total, student status",154968,"BC"
"678","British Columbia","2006/2007","University","Part-time student","International students",2856,"BC"
"679","British Columbia","2010/2011","College","Total, registration status","Total, student status",97056,"BC"
"680","British Columbia","2002/2003","University","Total, registration status","Total, student status",82959,"BC"
"681","British Columbia","2002/2003","College","Part-time student","International students",2637,"BC"
"682","British Columbia","2012/2013","University","Full-time student","International students",16863,"BC"
"683","British Columbia","2014/2015","College","Full-time student","Total, student status",43263,"BC"
"684","British Columbia","2014/2015","College","Part-time student","Canadian students",48999,"BC"
"685","British Columbia","2002/2003","College","Total, registration status","Total, student status",117381,"BC"
"686","British Columbia","1994/1995","University","Total, registration status","International students",4098,"BC"
"687","British Columbia","1994/1995","University","Total, registration status","Total, student status",69381,"BC"
"688","British Columbia","2007/2008","College","Full-time student","Total, student status",56790,"BC"
"689","British Columbia","2007/2008","College","Part-time student","Canadian students",45405,"BC"
"690","British Columbia","2002/2003","University","Part-time student","Total, student status",20997,"BC"
"691","British Columbia","2002/2003","University","Total, registration status","Canadian students",76956,"BC"
"692","British Columbia","2002/2003","University","Total, registration status","International students",6006,"BC"
"693","British Columbia","2006/2007","University","Part-time student","Canadian students",33138,"BC"
"694","British Columbia","2009/2010","University","Full-time student","Canadian students",81942,"BC"
"695","British Columbia","2005/2006","College","Full-time student","Total, student status",57975,"BC"
"696","British Columbia","2005/2006","College","Part-time student","Canadian students",40821,"BC"
"697","British Columbia","2005/2006","College","Part-time student","International students",2769,"BC"
"698","British Columbia","2014/2015","College","Part-time student","International students",2796,"BC"
"699","British Columbia","2002/2003","University","Full-time student","Canadian students",57180,"BC"
"700","British Columbia","2002/2003","University","Full-time student","Total, student status",61965,"BC"
"701","British Columbia","2002/2003","University","Part-time student","Canadian students",19776,"BC"
"702","British Columbia","2002/2003","University","Part-time student","International students",1224,"BC"
"703","British Columbia","1994/1995","College","Total, registration status","Total, student status",77811,"BC"
"704","British Columbia","1994/1995","University","Full-time student","Canadian students",44400,"BC"
"705","British Columbia","1994/1995","University","Full-time student","International students",3297,"BC"
"706","British Columbia","2005/2006","University","Part-time student","International students",2871,"BC"
"707","British Columbia","2005/2006","University","Part-time student","Total, student status",34071,"BC"
"708","British Columbia","2007/2008","University","Total, registration status","International students",14400,"BC"
"709","British Columbia","2009/2010","University","Full-time student","International students",12624,"BC"
"710","British Columbia","2009/2010","University","Full-time student","Total, student status",94563,"BC"
"711","British Columbia","2005/2006","College","Part-time student","Total, student status",43590,"BC"
"712","British Columbia","2014/2015","College","Part-time student","Total, student status",51795,"BC"
"713","British Columbia","2014/2015","College","Total, registration status","Canadian students",86040,"BC"
"714","British Columbia","2012/2013","University","Total, registration status","International students",26643,"BC"
"715","British Columbia","2012/2013","University","Total, registration status","Total, student status",176562,"BC"
"716","British Columbia","2008/2009","University","Total, registration status","Canadian students",137964,"BC"
"717","British Columbia","2009/2010","College","Part-time student","Total, student status",53799,"BC"
"718","British Columbia","2009/2010","College","Total, registration status","Canadian students",88878,"BC"
"719","British Columbia","2011/2012","College","Total, registration status","International students",6258,"BC"
"720","British Columbia","2005/2006","University","Full-time student","Total, student status",76548,"BC"
"721","British Columbia","2005/2006","University","Part-time student","Canadian students",31200,"BC"
"722","British Columbia","2013/2014","University","Full-time student","Canadian students",82965,"BC"
"723","British Columbia","2013/2014","University","Full-time student","International students",18948,"BC"
"724","British Columbia","2003/2004","College","Part-time student","International students",1512,"BC"
"725","British Columbia","2009/2010","College","Full-time student","Canadian students",37059,"BC"
"726","British Columbia","2009/2010","College","Full-time student","International students",3531,"BC"
"727","British Columbia","2009/2010","College","Full-time student","Total, student status",40590,"BC"
"728","British Columbia","2008/2009","University","Part-time student","Total, student status",52821,"BC"
"729","British Columbia","2009/2010","College","Part-time student","International students",1977,"BC"
"730","British Columbia","2003/2004","University","Full-time student","International students",5973,"BC"
"731","British Columbia","2003/2004","University","Full-time student","Total, student status",65931,"BC"
"732","British Columbia","2005/2006","University","Full-time student","International students",10068,"BC"
"733","British Columbia","2004/2005","College","Full-time student","Canadian students",63027,"BC"
"734","British Columbia","2007/2008","University","Part-time student","International students",3006,"BC"
"735","British Columbia","2007/2008","University","Total, registration status","Canadian students",102975,"BC"
"736","British Columbia","2003/2004","College","Total, registration status","International students",5574,"BC"
"737","British Columbia","2005/2006","University","Total, registration status","Canadian students",97677,"BC"
"738","British Columbia","2003/2004","College","Part-time student","Total, student status",50451,"BC"
"739","British Columbia","2003/2004","College","Total, registration status","Canadian students",111807,"BC"
"740","British Columbia","2005/2006","University","Full-time student","Canadian students",66480,"BC"
"741","British Columbia","2009/2010","College","Part-time student","Canadian students",51819,"BC"
"742","British Columbia","2003/2004","University","Full-time student","Canadian students",59955,"BC"
"743","British Columbia","2005/2006","College","Total, registration status","Total, student status",101565,"BC"
"744","British Columbia","2007/2008","University","Part-time student","Total, student status",36063,"BC"
"745","British Columbia","2008/2009","College","Part-time student","Total, student status",36045,"BC"
"746","British Columbia","2009/2010","University","Total, registration status","International students",19560,"BC"
"747","British Columbia","2009/2010","University","Total, registration status","Total, student status",166953,"BC"
"748","British Columbia","2013/2014","University","Total, registration status","Canadian students",150333,"BC"
"749","British Columbia","2013/2014","University","Total, registration status","International students",29484,"BC"
"750","British Columbia","2010/2011","University","Full-time student","Canadian students",84777,"BC"
"751","British Columbia","2012/2013","University","Full-time student","Total, student status",99615,"BC"
"752","British Columbia","2008/2009","College","Part-time student","Canadian students",32604,"BC"
"753","British Columbia","2008/2009","College","Part-time student","International students",3441,"BC"
"754","British Columbia","2003/2004","College","Total, registration status","Total, student status",117381,"BC"
"755","British Columbia","2002/2003","University","Full-time student","International students",4782,"BC"
"756","British Columbia","2006/2007","University","Full-time student","International students",11157,"BC"
"757","British Columbia","2006/2007","University","Full-time student","Total, student status",80559,"BC"
"758","British Columbia","1994/1995","College","Part-time student","Total, student status",45012,"BC"
"759","British Columbia","2009/2010","University","Total, registration status","Canadian students",147393,"BC"
"760","British Columbia","2008/2009","College","Full-time student","Total, student status",34953,"BC"
"761","British Columbia","1996/1997","University","Full-time student","International students",3054,"BC"
"762","British Columbia","2008/2009","College","Full-time student","Canadian students",32712,"BC"
"763","British Columbia","2013/2014","University","Total, registration status","Total, student status",179817,"BC"
"764","British Columbia","2006/2007","College","Total, registration status","Total, student status",102570,"BC"
"765","British Columbia","2005/2006","College","Total, registration status","International students",6396,"BC"
"766","British Columbia","1994/1995","College","Full-time student","Total, student status",32802,"BC"
"767","British Columbia","2009/2010","University","Part-time student","Total, student status",72387,"BC"
"768","British Columbia","2008/2009","College","Full-time student","International students",2238,"BC"
"769","British Columbia","2006/2007","University","Full-time student","Canadian students",69399,"BC"
"770","British Columbia","2005/2006","University","Total, registration status","International students",12942,"BC"
"771","British Columbia","2012/2013","University","Part-time student","Canadian students",67170,"BC"
"772","British Columbia","2006/2007","College","Total, registration status","International students",6156,"BC"
"773","British Columbia","2005/2006","College","Total, registration status","Canadian students",95169,"BC"
"774","British Columbia","2012/2013","University","Total, registration status","Canadian students",149922,"BC"
"775","British Columbia","2009/2010","University","Part-time student","International students",6936,"BC"
"776","British Columbia","2006/2007","College","Total, registration status","Canadian students",96417,"BC"
"777","British Columbia","2012/2013","University","Part-time student","International students",9777,"BC"
"778","British Columbia","2012/2013","University","Part-time student","Total, student status",76947,"BC"
"779","British Columbia","2009/2010","University","Part-time student","Canadian students",65451,"BC"
"780","British Columbia","2005/2006","University","Total, registration status","Total, student status",110619,"BC"
"781","Manitoba","1998/1999","College","Total, registration status","Total, student status",6693,"MB"
"782","Manitoba","1999/2000","College","Total, registration status","Canadian students",5307,"MB"
"783","Manitoba","1999/2000","College","Total, registration status","International students",15,"MB"
"784","Manitoba","1997/1998","College","Total, registration status","Canadian students",6159,"MB"
"785","Manitoba","2003/2004","College","Full-time student","Total, student status",5880,"MB"
"786","Manitoba","1997/1998","College","Part-time student","International students",3,"MB"
"787","Manitoba","2003/2004","College","Full-time student","Canadian students",4098,"MB"
"788","Manitoba","1997/1998","College","Part-time student","Total, student status",2445,"MB"
"789","Manitoba","1999/2000","College","Part-time student","Canadian students",2106,"MB"
"790","Manitoba","1998/1999","College","Total, registration status","Canadian students",5352,"MB"
"791","Manitoba","1999/2000","College","Part-time student","Total, student status",2274,"MB"
"792","Manitoba","2001/2002","University","Part-time student","Total, student status",9318,"MB"
"793","Manitoba","2003/2004","College","Full-time student","International students",48,"MB"
"794","Manitoba","1998/1999","College","Part-time student","Total, student status",2514,"MB"
"795","Manitoba","1992/1993","College","Full-time student","International students",6,"MB"
"796","Manitoba","1998/1999","University","Full-time student","Canadian students",20130,"MB"
"797","Manitoba","1995/1996","College","Full-time student","International students",9,"MB"
"798","Manitoba","2003/2004","University","Total, registration status","Total, student status",38046,"MB"
"799","Manitoba","1998/1999","College","Part-time student","Canadian students",2445,"MB"
"800","Manitoba","1997/1998","College","Part-time student","Canadian students",2439,"MB"
"801","Manitoba","1996/1997","College","Full-time student","Total, student status",3600,"MB"
"802","Manitoba","1999/2000","College","Full-time student","Total, student status",5271,"MB"
"803","Manitoba","1999/2000","College","Part-time student","International students",0,"MB"
"804","Manitoba","1995/1996","College","Full-time student","Total, student status",3612,"MB"
"805","Manitoba","1995/1996","College","Part-time student","Canadian students",1353,"MB"
"806","Manitoba","1998/1999","University","Total, registration status","Total, student status",30735,"MB"
"807","Manitoba","1998/1999","University","Part-time student","International students",252,"MB"
"808","Manitoba","1999/2000","University","Part-time student","Canadian students",9501,"MB"
"809","Manitoba","1998/1999","College","Full-time student","Total, student status",4182,"MB"
"810","Manitoba","1998/1999","College","Full-time student","Canadian students",2907,"MB"
"811","Manitoba","1997/1998","University","Part-time student","International students",318,"MB"
"812","Manitoba","1997/1998","College","Full-time student","Total, student status",3801,"MB"
"813","Manitoba","1995/1996","College","Full-time student","Canadian students",3405,"MB"
"814","Manitoba","1999/2000","University","Part-time student","Total, student status",9831,"MB"
"815","Manitoba","1996/1997","College","Part-time student","Canadian students",2145,"MB"
"816","Manitoba","1999/2000","University","Total, registration status","International students",1107,"MB"
"817","Manitoba","1996/1997","College","Total, registration status","Canadian students",5676,"MB"
"818","Manitoba","1996/1997","College","Total, registration status","International students",3,"MB"
"819","Manitoba","1995/1996","College","Part-time student","International students",3,"MB"
"820","Manitoba","1998/1999","University","Full-time student","International students",756,"MB"
"821","Manitoba","1998/1999","University","Part-time student","Canadian students",9600,"MB"
"822","Manitoba","1997/1998","University","Full-time student","Total, student status",21024,"MB"
"823","Manitoba","1997/1998","University","Part-time student","Canadian students",9480,"MB"
"824","Manitoba","1999/2000","College","Full-time student","International students",15,"MB"
"825","Manitoba","1997/1998","College","Full-time student","International students",15,"MB"
"826","Manitoba","1996/1997","College","Full-time student","International students",3,"MB"
"827","Manitoba","2004/2005","University","Total, registration status","Canadian students",36492,"MB"
"828","Manitoba","2004/2005","University","Part-time student","Total, student status",10260,"MB"
"829","Manitoba","2001/2002","University","Total, registration status","Canadian students",32829,"MB"
"830","Manitoba","1999/2000","University","Total, registration status","Total, student status",30696,"MB"
"831","Manitoba","2004/2005","College","Full-time student","Total, student status",5706,"MB"
"832","Manitoba","1996/1997","College","Total, registration status","Total, student status",5742,"MB"
"833","Manitoba","1996/1997","University","Full-time student","Canadian students",21180,"MB"
"834","Manitoba","1998/1999","University","Full-time student","Total, student status",20883,"MB"
"835","Manitoba","1999/2000","University","Full-time student","Total, student status",20865,"MB"
"836","Manitoba","1995/1996","College","Total, registration status","Total, student status",4971,"MB"
"837","Manitoba","1995/1996","University","Full-time student","Canadian students",20481,"MB"
"838","Manitoba","1998/1999","University","Part-time student","Total, student status",9852,"MB"
"839","Manitoba","1999/2000","University","Part-time student","International students",330,"MB"
"840","Manitoba","2012/2013","College","Part-time student","Canadian students",5991,"MB"
"841","Manitoba","2012/2013","College","Part-time student","International students",213,"MB"
"842","Manitoba","2012/2013","College","Part-time student","Total, student status",6207,"MB"
"843","Manitoba","2012/2013","College","Total, registration status","Canadian students",15342,"MB"
"844","Manitoba","2012/2013","College","Total, registration status","International students",792,"MB"
"845","Manitoba","2004/2005","College","Part-time student","Canadian students",2340,"MB"
"846","Manitoba","2014/2015","College","Full-time student","Canadian students",9048,"MB"
