"","GEO","Ref_Date","TYPE","STATUS","IMMIGRA","Value","GEO2"
"3099","Prince Edward Island","1994/1995","University","Part-time student","International students",3,"PE"
"3100","Prince Edward Island","2008/2009","University","Total, registration status","International students",321,"PE"
"3101","Prince Edward Island","2008/2009","University","Total, registration status","Total, student status",4089,"PE"
"3102","Prince Edward Island","1998/1999","University","Total, registration status","Total, student status",2886,"PE"
"3103","Prince Edward Island","2006/2007","University","Full-time student","Total, student status",3372,"PE"
"3104","Prince Edward Island","1997/1998","University","Total, registration status","International students",72,"PE"
"3105","Prince Edward Island","2008/2009","College","Full-time student","Total, student status",2226,"PE"
"3106","Prince Edward Island","1995/1996","College","Total, registration status","Canadian students",1308,"PE"
"3107","Prince Edward Island","2009/2010","University","Full-time student","International students",306,"PE"
"3108","Prince Edward Island","2009/2010","University","Full-time student","Total, student status",3540,"PE"
"3109","Prince Edward Island","1994/1995","University","Full-time student","International students",51,"PE"
"3110","Prince Edward Island","1994/1995","University","Full-time student","Total, student status",2544,"PE"
"3111","Prince Edward Island","1997/1998","University","Full-time student","Total, student status",2451,"PE"
"3112","Prince Edward Island","2009/2010","University","Total, registration status","Canadian students",3852,"PE"
"3113","Prince Edward Island","1994/1995","University","Part-time student","Total, student status",588,"PE"
"3114","Prince Edward Island","1994/1995","University","Total, registration status","Canadian students",3075,"PE"
"3115","Prince Edward Island","2001/2002","College","Full-time student","Canadian students",1536,"PE"
"3116","Prince Edward Island","2006/2007","University","Full-time student","International students",231,"PE"
"3117","Prince Edward Island","1997/1998","University","Total, registration status","Canadian students",2865,"PE"
"3118","Prince Edward Island","1995/1996","University","Total, registration status","Total, student status",2901,"PE"
"3119","Prince Edward Island","1996/1997","University","Total, registration status","Total, student status",2739,"PE"
"3120","Prince Edward Island","1995/1996","University","Total, registration status","International students",60,"PE"
"3121","Prince Edward Island","1996/1997","College","Total, registration status","Total, student status",1419,"PE"
"3122","Prince Edward Island","2008/2009","University","Full-time student","Total, student status",3336,"PE"
"3123","Prince Edward Island","2008/2009","University","Part-time student","Canadian students",714,"PE"
"3124","Prince Edward Island","2009/2010","University","Part-time student","Total, student status",687,"PE"
"3125","Prince Edward Island","1993/1994","University","Full-time student","International students",57,"PE"
"3126","Prince Edward Island","2009/2010","University","Total, registration status","International students",378,"PE"
"3127","Prince Edward Island","2011/2012","College","Total, registration status","International students",750,"PE"
"3128","Prince Edward Island","2006/2007","University","Full-time student","Canadian students",3138,"PE"
"3129","Prince Edward Island","1997/1998","University","Part-time student","Canadian students",483,"PE"
"3130","Prince Edward Island","1997/1998","University","Part-time student","Total, student status",483,"PE"
"3131","Prince Edward Island","1998/1999","University","Total, registration status","International students",90,"PE"
"3132","Prince Edward Island","1996/1997","University","Total, registration status","International students",63,"PE"
"3133","Prince Edward Island","1995/1996","University","Total, registration status","Canadian students",2841,"PE"
"3134","Prince Edward Island","2008/2009","College","Full-time student","International students",630,"PE"
"3135","Prince Edward Island","2009/2010","University","Part-time student","Canadian students",618,"PE"
"3136","Prince Edward Island","2009/2010","University","Part-time student","International students",69,"PE"
"3137","Prince Edward Island","1993/1994","University","Full-time student","Canadian students",2634,"PE"
"3138","Prince Edward Island","1997/1998","College","Total, registration status","Total, student status",1695,"PE"
"3139","Prince Edward Island","1993/1994","University","Full-time student","Total, student status",2691,"PE"
"3140","Prince Edward Island","2006/2007","College","Total, registration status","Total, student status",1557,"PE"
"3141","Prince Edward Island","1998/1999","University","Part-time student","Total, student status",417,"PE"
"3142","Prince Edward Island","1996/1997","University","Part-time student","International students",0,"PE"
"3143","Prince Edward Island","1998/1999","University","Total, registration status","Canadian students",2796,"PE"
"3144","Prince Edward Island","2009/2010","University","Total, registration status","Total, student status",4227,"PE"
"3145","Prince Edward Island","1996/1997","University","Total, registration status","Canadian students",2676,"PE"
"3146","Prince Edward Island","1995/1996","University","Part-time student","Total, student status",477,"PE"
"3147","Prince Edward Island","2008/2009","College","Full-time student","Canadian students",1599,"PE"
"3148","Prince Edward Island","1996/1997","University","Full-time student","Canadian students",2253,"PE"
"3149","Prince Edward Island","1996/1997","University","Full-time student","International students",60,"PE"
"3150","Prince Edward Island","1995/1996","University","Full-time student","Canadian students",2367,"PE"
"3151","Prince Edward Island","2006/2007","College","Full-time student","Total, student status",1374,"PE"
"3152","Prince Edward Island","1997/1998","University","Full-time student","Canadian students",2382,"PE"
"3153","Prince Edward Island","1997/1998","University","Full-time student","International students",72,"PE"
"3154","Prince Edward Island","1998/1999","University","Part-time student","International students",3,"PE"
"3155","Prince Edward Island","1996/1997","University","Part-time student","Canadian students",423,"PE"
"3156","Prince Edward Island","1995/1996","University","Part-time student","Canadian students",474,"PE"
"3157","Prince Edward Island","1996/1997","University","Part-time student","Total, student status",423,"PE"
"3158","Prince Edward Island","1995/1996","University","Part-time student","International students",3,"PE"
"3159","Prince Edward Island","2006/2007","College","Total, registration status","Canadian students",1236,"PE"
"3160","Prince Edward Island","2006/2007","College","Total, registration status","International students",324,"PE"
"3161","Prince Edward Island","1995/1996","College","Total, registration status","Total, student status",1317,"PE"
"3162","Prince Edward Island","2006/2007","College","Full-time student","International students",321,"PE"
"3163","Prince Edward Island","1996/1997","University","Full-time student","Total, student status",2313,"PE"
"3164","Prince Edward Island","1995/1996","University","Full-time student","International students",57,"PE"
"3165","Prince Edward Island","1995/1996","University","Full-time student","Total, student status",2424,"PE"
"3166","Prince Edward Island","2006/2007","College","Part-time student","Canadian students",183,"PE"
"3167","Prince Edward Island","2006/2007","College","Part-time student","International students",3,"PE"
"3168","Prince Edward Island","2006/2007","College","Part-time student","Total, student status",183,"PE"
"3169","Quebec","1992/1993","University","Total, registration status","International students",10194,"QC"
"3170","Quebec","2011/2012","University","Part-time student","Canadian students",97509,"QC"
"3171","Quebec","2001/2002","University","Full-time student","Total, student status",144189,"QC"
"3172","Quebec","1992/1993","University","Full-time student","International students",8031,"QC"
"3173","Quebec","2011/2012","University","Total, registration status","International students",28353,"QC"
"3174","Quebec","2011/2012","University","Part-time student","Total, student status",100476,"QC"
"3175","Quebec","2001/2002","College","Part-time student","Total, student status",26385,"QC"
"3176","Quebec","1992/1993","University","Part-time student","Canadian students",120288,"QC"
"3177","Quebec","2001/2002","University","Part-time student","Canadian students",93126,"QC"
"3178","Quebec","2001/2002","University","Part-time student","International students",3351,"QC"
"3179","Quebec","2011/2012","University","Total, registration status","Total, student status",294525,"QC"
"3180","Quebec","2011/2012","University","Full-time student","International students",25386,"QC"
"3181","Quebec","2011/2012","University","Full-time student","Total, student status",194049,"QC"
"3182","Quebec","2011/2012","University","Part-time student","International students",2967,"QC"
"3183","Quebec","2001/2002","College","Part-time student","International students",72,"QC"
"3184","Quebec","1992/1993","University","Full-time student","Canadian students",126990,"QC"
"3185","Quebec","2006/2007","University","Total, registration status","International students",22131,"QC"
"3186","Quebec","2001/2002","College","Total, registration status","Canadian students",198225,"QC"
"3187","Quebec","2006/2007","University","Total, registration status","Total, student status",266709,"QC"
"3188","Quebec","2004/2005","College","Part-time student","International students",81,"QC"
"3189","Quebec","2011/2012","University","Total, registration status","Canadian students",266172,"QC"
"3190","Quebec","1992/1993","University","Part-time student","International students",2166,"QC"
"3191","Quebec","1992/1993","University","Part-time student","Total, student status",122451,"QC"
"3192","Quebec","2001/2002","University","Part-time student","Total, student status",96480,"QC"
"3193","Quebec","2003/2004","University","Total, registration status","International students",21216,"QC"
"3194","Quebec","2003/2004","University","Total, registration status","Total, student status",260058,"QC"
"3195","Quebec","2001/2002","College","Part-time student","Canadian students",26310,"QC"
"3196","Quebec","1992/1993","College","Total, registration status","Total, student status",191643,"QC"
"3197","Quebec","2006/2007","University","Total, registration status","Canadian students",244578,"QC"
"3198","Quebec","2003/2004","College","Total, registration status","Canadian students",189582,"QC"
"3199","Quebec","2003/2004","College","Total, registration status","International students",1215,"QC"
"3200","Quebec","1992/1993","College","Part-time student","Total, student status",22062,"QC"
"3201","Quebec","2003/2004","College","Total, registration status","Total, student status",190800,"QC"
"3202","Quebec","1992/1993","University","Full-time student","Total, student status",135018,"QC"
"3203","Quebec","2001/2002","University","Full-time student","Canadian students",130008,"QC"
"3204","Quebec","2001/2002","University","Full-time student","International students",14181,"QC"
"3205","Quebec","1992/1993","University","Total, registration status","Canadian students",247278,"QC"
"3206","Quebec","2003/2004","University","Total, registration status","Canadian students",238842,"QC"
"3207","Quebec","2000/2001","University","Full-time student","Canadian students",126558,"QC"
"3208","Quebec","1992/1993","University","Total, registration status","Total, student status",257472,"QC"
"3209","Quebec","1993/1994","University","Total, registration status","Total, student status",255552,"QC"
"3210","Quebec","2003/2004","College","Part-time student","Total, student status",21618,"QC"
"3211","Quebec","2000/2001","University","Part-time student","International students",2562,"QC"
"3212","Quebec","2000/2001","University","Part-time student","Total, student status",93990,"QC"
"3213","Quebec","2011/2012","University","Full-time student","Canadian students",168663,"QC"
"3214","Quebec","2004/2005","College","Full-time student","International students",1275,"QC"
"3215","Quebec","2004/2005","College","Full-time student","Total, student status",168663,"QC"
"3216","Quebec","2000/2001","College","Part-time student","International students",48,"QC"
"3217","Quebec","2000/2001","College","Part-time student","Total, student status",29658,"QC"
"3218","Quebec","2013/2014","College","Full-time student","International students",3882,"QC"
"3219","Quebec","2013/2014","College","Full-time student","Total, student status",198396,"QC"
"3220","Quebec","2013/2014","College","Part-time student","Canadian students",22635,"QC"
"3221","Quebec","2000/2001","University","Full-time student","International students",13098,"QC"
"3222","Quebec","2003/2004","College","Part-time student","International students",75,"QC"
"3223","Quebec","2000/2001","University","Part-time student","Canadian students",91428,"QC"
"3224","Quebec","2002/2003","University","Part-time student","Total, student status",97476,"QC"
"3225","Quebec","2000/2001","College","Full-time student","Canadian students",173427,"QC"
"3226","Quebec","1992/1993","College","Part-time student","International students",102,"QC"
"3227","Quebec","1993/1994","College","Part-time student","Canadian students",15174,"QC"
"3228","Quebec","1992/1993","College","Total, registration status","Canadian students",190260,"QC"
"3229","Quebec","2004/2005","College","Part-time student","Total, student status",20496,"QC"
"3230","Quebec","2004/2005","College","Total, registration status","Total, student status",189159,"QC"
"3231","Quebec","2000/2001","College","Total, registration status","Canadian students",203037,"QC"
"3232","Quebec","2000/2001","College","Total, registration status","International students",813,"QC"
"3233","Quebec","2000/2001","College","Total, registration status","Total, student status",203850,"QC"
"3234","Quebec","2013/2014","College","Part-time student","International students",747,"QC"
"3235","Quebec","2000/2001","University","Full-time student","Total, student status",139659,"QC"
"3236","Quebec","2002/2003","University","Part-time student","International students",3711,"QC"
"3237","Quebec","2001/2002","College","Full-time student","International students",876,"QC"
"3238","Quebec","2001/2002","College","Full-time student","Total, student status",172791,"QC"
"3239","Quebec","1993/1994","University","Total, registration status","International students",10497,"QC"
"3240","Quebec","2004/2005","College","Full-time student","Canadian students",167385,"QC"
"3241","Quebec","2014/2015","University","Full-time student","Canadian students",177339,"QC"
"3242","Quebec","1992/1993","College","Total, registration status","International students",1065,"QC"
"3243","Quebec","2003/2004","University","Full-time student","Canadian students",144474,"QC"
"3244","Quebec","2004/2005","University","Full-time student","Canadian students",147120,"QC"
"3245","Quebec","2004/2005","University","Full-time student","International students",17739,"QC"
"3246","Quebec","2004/2005","University","Full-time student","Total, student status",164859,"QC"
"3247","Quebec","2003/2004","University","Part-time student","Total, student status",98286,"QC"
"3248","Quebec","2011/2012","College","Total, registration status","International students",3117,"QC"
"3249","Quebec","2011/2012","College","Total, registration status","Total, student status",217545,"QC"
"3250","Quebec","2010/2011","College","Part-time student","International students",207,"QC"
"3251","Quebec","1992/1993","College","Part-time student","Canadian students",21957,"QC"
"3252","Quebec","2012/2013","College","Part-time student","International students",312,"QC"
"3253","Quebec","2012/2013","College","Part-time student","Total, student status",23562,"QC"
"3254","Quebec","2012/2013","College","Total, registration status","Canadian students",216795,"QC"
"3255","Quebec","2014/2015","University","Full-time student","International students",33198,"QC"
"3256","Quebec","2004/2005","College","Part-time student","Canadian students",20415,"QC"
"3257","Quebec","2003/2004","University","Full-time student","International students",17298,"QC"
"3258","Quebec","2003/2004","University","Full-time student","Total, student status",161772,"QC"
"3259","Quebec","2003/2004","University","Part-time student","Canadian students",94368,"QC"
"3260","Quebec","2004/2005","University","Part-time student","Canadian students",95070,"QC"
"3261","Quebec","2004/2005","University","Part-time student","International students",3450,"QC"
"3262","Quebec","2003/2004","College","Part-time student","Canadian students",21540,"QC"
"3263","Quebec","1992/1993","College","Full-time student","Total, student status",169584,"QC"
"3264","Quebec","1993/1994","University","Total, registration status","Canadian students",245058,"QC"
"3265","Quebec","2014/2015","College","Total, registration status","Canadian students",216288,"QC"
"3266","Quebec","2014/2015","College","Total, registration status","International students",5559,"QC"
"3267","Quebec","2014/2015","College","Total, registration status","Total, student status",221844,"QC"
"3268","Quebec","2002/2003","University","Total, registration status","Canadian students",231453,"QC"
"3269","Quebec","2000/2001","College","Full-time student","International students",765,"QC"
"3270","Quebec","2008/2009","University","Full-time student","Canadian students",152370,"QC"
"3271","Quebec","2001/2002","College","Total, registration status","International students",948,"QC"
"3272","Quebec","2001/2002","College","Total, registration status","Total, student status",199173,"QC"
"3273","Quebec","2003/2004","University","Part-time student","International students",3918,"QC"
"3274","Quebec","1993/1994","University","Part-time student","Canadian students",115800,"QC"
"3275","Quebec","1993/1994","University","Part-time student","International students",2004,"QC"
"3276","Quebec","1993/1994","University","Part-time student","Total, student status",117804,"QC"
"3277","Quebec","2014/2015","University","Total, registration status","Total, student status",314079,"QC"
"3278","Quebec","2008/2009","University","Total, registration status","Canadian students",246204,"QC"
"3279","Quebec","2004/2005","University","Total, registration status","Canadian students",242190,"QC"
"3280","Quebec","2004/2005","University","Total, registration status","International students",21186,"QC"
"3281","Quebec","1999/2000","University","Total, registration status","International students",14955,"QC"
"3282","Quebec","1999/2000","University","Total, registration status","Total, student status",237855,"QC"
"3283","Quebec","2000/2001","College","Full-time student","Total, student status",174192,"QC"
"3284","Quebec","2000/2001","College","Part-time student","Canadian students",29610,"QC"
"3285","Quebec","2014/2015","College","Full-time student","Canadian students",193914,"QC"
"3286","Quebec","2013/2014","College","Full-time student","Canadian students",194514,"QC"
"3287","Quebec","2010/2011","College","Full-time student","International students",2739,"QC"
"3288","Quebec","2010/2011","College","Full-time student","Total, student status",193068,"QC"
"3289","Quebec","2010/2011","College","Part-time student","Canadian students",21489,"QC"
"3290","Quebec","2012/2013","College","Part-time student","Canadian students",23247,"QC"
"3291","Quebec","2009/2010","College","Part-time student","Canadian students",19392,"QC"
"3292","Quebec","2009/2010","College","Part-time student","International students",147,"QC"
"3293","Quebec","2009/2010","College","Part-time student","Total, student status",19539,"QC"
"3294","Quebec","2009/2010","College","Total, registration status","Canadian students",207471,"QC"
"3295","Quebec","2009/2010","College","Total, registration status","International students",2616,"QC"
"3296","Quebec","2006/2007","University","Part-time student","Total, student status",96837,"QC"
"3297","Quebec","2008/2009","College","Total, registration status","International students",2529,"QC"
"3298","Quebec","2004/2005","College","Total, registration status","Canadian students",187803,"QC"
"3299","Quebec","2014/2015","College","Full-time student","International students",4734,"QC"
"3300","Quebec","2014/2015","College","Full-time student","Total, student status",198648,"QC"
"3301","Quebec","2014/2015","College","Part-time student","Canadian students",22374,"QC"
"3302","Quebec","2002/2003","University","Part-time student","Canadian students",93765,"QC"
"3303","Quebec","2014/2015","College","Part-time student","Total, student status",23196,"QC"
"3304","Quebec","2011/2012","College","Total, registration status","Canadian students",214428,"QC"
"3305","Quebec","2001/2002","College","Full-time student","Canadian students",171912,"QC"
"3306","Quebec","1998/1999","University","Total, registration status","International students",13173,"QC"
"3307","Quebec","1998/1999","University","Total, registration status","Total, student status",232278,"QC"
"3308","Quebec","1994/1995","University","Total, registration status","International students",10917,"QC"
"3309","Quebec","2009/2010","College","Total, registration status","Total, student status",210084,"QC"
"3310","Quebec","2009/2010","University","Full-time student","Canadian students",157965,"QC"
"3311","Quebec","2011/2012","College","Full-time student","Canadian students",191808,"QC"
"3312","Quebec","2004/2005","College","Total, registration status","International students",1359,"QC"
"3313","Quebec","2010/2011","College","Full-time student","Canadian students",190332,"QC"
"3314","Quebec","2008/2009","University","Part-time student","Canadian students",93834,"QC"
"3315","Quebec","2014/2015","College","Part-time student","International students",822,"QC"
"3316","Quebec","2008/2009","University","Part-time student","Total, student status",96669,"QC"
"3317","Quebec","2014/2015","University","Total, registration status","Canadian students",277491,"QC"
"3318","Quebec","2014/2015","University","Total, registration status","International students",36588,"QC"
"3319","Quebec","2008/2009","University","Total, registration status","International students",22884,"QC"
"3320","Quebec","2005/2006","College","Full-time student","Canadian students",166185,"QC"
"3321","Quebec","2004/2005","University","Total, registration status","Total, student status",263379,"QC"
"3322","Quebec","1994/1995","University","Total, registration status","Total, student status",248421,"QC"
"3323","Quebec","2006/2007","University","Part-time student","International students",3399,"QC"
"3324","Quebec","2008/2009","College","Part-time student","Total, student status",18357,"QC"
"3325","Quebec","2011/2012","College","Full-time student","International students",2778,"QC"
"3326","Quebec","2011/2012","College","Full-time student","Total, student status",194589,"QC"
"3327","Quebec","2011/2012","College","Part-time student","Canadian students",22617,"QC"
"3328","Quebec","2008/2009","University","Part-time student","International students",2835,"QC"
"3329","Quebec","1992/1993","College","Full-time student","International students",963,"QC"
"3330","Quebec","2009/2010","College","Full-time student","Total, student status",190545,"QC"
"3331","Quebec","1999/2000","College","Full-time student","International students",48,"QC"
"3332","Quebec","1999/2000","College","Full-time student","Total, student status",165657,"QC"
"3333","Quebec","1999/2000","College","Part-time student","Canadian students",336,"QC"
"3334","Quebec","1996/1997","College","Part-time student","International students",348,"QC"
"3335","Quebec","1996/1997","College","Part-time student","Total, student status",11010,"QC"
"3336","Quebec","1993/1994","College","Part-time student","International students",708,"QC"
"3337","Quebec","1999/2000","College","Part-time student","Total, student status",9177,"QC"
"3338","Quebec","2008/2009","College","Total, registration status","Total, student status",202299,"QC"
"3339","Quebec","2008/2009","University","Full-time student","International students",20052,"QC"
"3340","Quebec","2008/2009","University","Full-time student","Total, student status",172422,"QC"
"3341","Quebec","2011/2012","College","Part-time student","International students",336,"QC"
"3342","Quebec","2011/2012","College","Part-time student","Total, student status",22956,"QC"
"3343","Quebec","1999/2000","University","Full-time student","Total, student status",137739,"QC"
"3344","Quebec","1999/2000","University","Part-time student","Canadian students",97239,"QC"
"3345","Quebec","1999/2000","University","Part-time student","International students",2877,"QC"
"3346","Quebec","1999/2000","University","Part-time student","Total, student status",100116,"QC"
"3347","Quebec","1999/2000","University","Total, registration status","Canadian students",222900,"QC"
"3348","Quebec","1995/1996","University","Total, registration status","Total, student status",242031,"QC"
"3349","Quebec","2006/2007","University","Part-time student","Canadian students",93435,"QC"
"3350","Quebec","1997/1998","University","Total, registration status","Total, student status",232095,"QC"
"3351","Quebec","1999/2000","College","Total, registration status","Canadian students",3069,"QC"
"3352","Quebec","1999/2000","College","Total, registration status","International students",48,"QC"
"3353","Quebec","1999/2000","College","Total, registration status","Total, student status",174831,"QC"
"3354","Quebec","2014/2015","University","Part-time student","International students",3390,"QC"
"3355","Quebec","2014/2015","University","Part-time student","Total, student status",103542,"QC"
"3356","Quebec","2014/2015","University","Part-time student","Canadian students",100152,"QC"
"3357","Quebec","1999/2000","College","Full-time student","Canadian students",2733,"QC"
"3358","Quebec","2002/2003","University","Full-time student","Total, student status",153330,"QC"
"3359","Quebec","2007/2008","College","Full-time student","Canadian students",175131,"QC"
"3360","Quebec","2004/2005","University","Part-time student","Total, student status",98520,"QC"
"3361","Quebec","2002/2003","College","Full-time student","Canadian students",170742,"QC"
"3362","Quebec","2002/2003","College","Full-time student","International students",1029,"QC"
"3363","Quebec","2010/2011","University","Full-time student","International students",23613,"QC"
"3364","Quebec","2008/2009","College","Part-time student","International students",126,"QC"
"3365","Quebec","2000/2001","University","Total, registration status","Canadian students",217986,"QC"
"3366","Quebec","2000/2001","University","Total, registration status","International students",15663,"QC"
"3367","Quebec","1999/2000","University","Full-time student","Canadian students",125658,"QC"
"3368","Quebec","1999/2000","University","Full-time student","International students",12081,"QC"
"3369","Quebec","2003/2004","College","Full-time student","Total, student status",169182,"QC"
"3370","Quebec","2012/2013","University","Part-time student","International students",3126,"QC"
"3371","Quebec","2012/2013","University","Part-time student","Total, student status",101943,"QC"
"3372","Quebec","2012/2013","College","Full-time student","Total, student status",196566,"QC"
"3373","Quebec","1994/1995","College","Full-time student","International students",6087,"QC"
"3374","Quebec","1994/1995","College","Full-time student","Total, student status",171996,"QC"
"3375","Quebec","1994/1995","College","Part-time student","Canadian students",12225,"QC"
"3376","Quebec","1994/1995","College","Part-time student","International students",387,"QC"
"3377","Quebec","2012/2013","College","Total, registration status","International students",3330,"QC"
"3378","Quebec","2012/2013","College","Total, registration status","Total, student status",220125,"QC"
"3379","Quebec","2012/2013","University","Full-time student","Canadian students",170826,"QC"
"3380","Quebec","2000/2001","University","Total, registration status","Total, student status",233652,"QC"
"3381","Quebec","2014/2015","University","Full-time student","Total, student status",210540,"QC"
"3382","Quebec","2012/2013","University","Part-time student","Canadian students",98817,"QC"
"3383","Quebec","1992/1993","College","Full-time student","Canadian students",168303,"QC"
"3384","Quebec","2010/2011","University","Total, registration status","Total, student status",287475,"QC"
"3385","Quebec","2012/2013","University","Total, registration status","Canadian students",269643,"QC"
"3386","Quebec","2012/2013","University","Total, registration status","International students",30969,"QC"
"3387","Quebec","2012/2013","University","Total, registration status","Total, student status",300612,"QC"
"3388","Quebec","2006/2007","University","Full-time student","Total, student status",169872,"QC"
"3389","Quebec","1997/1998","University","Total, registration status","International students",12288,"QC"
"3390","Quebec","2008/2009","College","Part-time student","Canadian students",18234,"QC"
"3391","Quebec","2010/2011","University","Full-time student","Total, student status",187251,"QC"
"3392","Quebec","2008/2009","College","Total, registration status","Canadian students",199770,"QC"
"3393","Quebec","2012/2013","University","Full-time student","International students",27843,"QC"
"3394","Quebec","2012/2013","University","Full-time student","Total, student status",198672,"QC"
"3395","Quebec","2003/2004","College","Full-time student","International students",1140,"QC"
"3396","Quebec","2009/2010","University","Part-time student","International students",2691,"QC"
"3397","Quebec","2009/2010","University","Part-time student","Total, student status",97344,"QC"
"3398","Quebec","2005/2006","University","Full-time student","International students",18285,"QC"
"3399","Quebec","2005/2006","University","Full-time student","Total, student status",168552,"QC"
"3400","Quebec","2005/2006","University","Part-time student","Canadian students",94077,"QC"
"3401","Quebec","2001/2002","University","Total, registration status","Canadian students",223134,"QC"
"3402","Quebec","2005/2006","College","Full-time student","International students",1512,"QC"
"3403","Quebec","2005/2006","College","Full-time student","Total, student status",167694,"QC"
"3404","Quebec","2005/2006","University","Total, registration status","International students",21645,"QC"
"3405","Quebec","2010/2011","University","Part-time student","Total, student status",100221,"QC"
"3406","Quebec","2009/2010","University","Full-time student","International students",22086,"QC"
"3407","Quebec","2009/2010","University","Full-time student","Total, student status",180054,"QC"
"3408","Quebec","2009/2010","University","Part-time student","Canadian students",94650,"QC"
"3409","Quebec","2010/2011","University","Total, registration status","Canadian students",260943,"QC"
"3410","Quebec","2010/2011","University","Total, registration status","International students",26529,"QC"
"3411","Quebec","2009/2010","University","Total, registration status","Canadian students",252615,"QC"
"3412","Quebec","2009/2010","University","Total, registration status","International students",24780,"QC"
"3413","Quebec","2009/2010","University","Total, registration status","Total, student status",277398,"QC"
"3414","Quebec","2005/2006","University","Part-time student","International students",3363,"QC"
"3415","Quebec","2005/2006","University","Part-time student","Total, student status",97443,"QC"
"3416","Quebec","2005/2006","University","Total, registration status","Canadian students",244347,"QC"
"3417","Quebec","2008/2009","College","Full-time student","Total, student status",183939,"QC"
"3418","Quebec","2005/2006","University","Total, registration status","Total, student status",265992,"QC"
"3419","Quebec","2010/2011","University","Part-time student","Canadian students",97305,"QC"
"3420","Quebec","2010/2011","University","Part-time student","International students",2916,"QC"
"3421","Quebec","2012/2013","College","Full-time student","Canadian students",193545,"QC"
"3422","Quebec","1993/1994","College","Total, registration status","Total, student status",184935,"QC"
"3423","Quebec","1993/1994","University","Full-time student","Canadian students",129258,"QC"
"3424","Quebec","2003/2004","College","Full-time student","Canadian students",168042,"QC"
"3425","Quebec","2013/2014","University","Total, registration status","Canadian students",274458,"QC"
"3426","Quebec","2013/2014","University","Total, registration status","International students",33090,"QC"
"3427","Quebec","1995/1996","University","Total, registration status","International students",10977,"QC"
"3428","Quebec","1994/1995","University","Total, registration status","Canadian students",237504,"QC"
"3429","Quebec","1996/1997","University","Total, registration status","Total, student status",235692,"QC"
"3430","Quebec","2001/2002","University","Total, registration status","Total, student status",240669,"QC"
"3431","Quebec","2005/2006","College","Part-time student","Canadian students",17595,"QC"
"3432","Quebec","1993/1994","College","Part-time student","Total, student status",15882,"QC"
"3433","Quebec","1993/1994","College","Total, registration status","Canadian students",178317,"QC"
"3434","Quebec","1993/1994","College","Total, registration status","International students",6294,"QC"
"3435","Quebec","2002/2003","College","Part-time student","Total, student status",23736,"QC"
"3436","Quebec","2002/2003","College","Total, registration status","Canadian students",194421,"QC"
"3437","Quebec","1993/1994","University","Full-time student","International students",8493,"QC"
"3438","Quebec","1993/1994","University","Full-time student","Total, student status",137751,"QC"
"3439","Quebec","2006/2007","College","Total, registration status","Total, student status",188055,"QC"
"3440","Quebec","2013/2014","University","Total, registration status","Total, student status",307548,"QC"
"3441","Quebec","2008/2009","University","Total, registration status","Total, student status",269091,"QC"
"3442","Quebec","2001/2002","University","Total, registration status","International students",17532,"QC"
"3443","Quebec","1993/1994","College","Full-time student","International students",5586,"QC"
"3444","Quebec","1996/1997","College","Total, registration status","Canadian students",172131,"QC"
"3445","Quebec","2002/2003","College","Full-time student","Total, student status",171768,"QC"
"3446","Quebec","2002/2003","College","Part-time student","Canadian students",23679,"QC"
"3447","Quebec","2002/2003","College","Part-time student","International students",57,"QC"
"3448","Quebec","1994/1995","College","Total, registration status","International students",6474,"QC"
"3449","Quebec","2002/2003","University","Total, registration status","International students",19353,"QC"
"3450","Quebec","2002/2003","College","Total, registration status","International students",1086,"QC"
"3451","Quebec","2002/2003","College","Total, registration status","Total, student status",195507,"QC"
"3452","Quebec","2002/2003","University","Full-time student","Canadian students",137688,"QC"
"3453","Quebec","2006/2007","University","Full-time student","Canadian students",151140,"QC"
"3454","Quebec","1996/1997","College","Part-time student","Canadian students",10659,"QC"
"3455","Quebec","1993/1994","College","Full-time student","Canadian students",163146,"QC"
"3456","Quebec","1997/1998","University","Total, registration status","Canadian students",219807,"QC"
"3457","Quebec","2010/2011","College","Total, registration status","Canadian students",211818,"QC"
"3458","Quebec","1997/1998","College","Part-time student","International students",372,"QC"
"3459","Quebec","1994/1995","College","Part-time student","Total, student status",12612,"QC"
"3460","Quebec","1994/1995","College","Total, registration status","Canadian students",178038,"QC"
"3461","Quebec","2005/2006","College","Part-time student","International students",96,"QC"
"3462","Quebec","2005/2006","College","Part-time student","Total, student status",17688,"QC"
"3463","Quebec","2002/2003","University","Total, registration status","Total, student status",250806,"QC"
"3464","Quebec","1994/1995","University","Full-time student","International students",8448,"QC"
"3465","Quebec","1994/1995","University","Full-time student","Total, student status",135603,"QC"
"3466","Quebec","2002/2003","University","Full-time student","International students",15642,"QC"
"3467","Quebec","2006/2007","University","Full-time student","International students",18732,"QC"
"3468","Quebec","1998/1999","University","Total, registration status","Canadian students",219105,"QC"
"3469","Quebec","2010/2011","College","Part-time student","Total, student status",21693,"QC"
"3470","Quebec","1997/1998","College","Part-time student","Canadian students",9903,"QC"
"3471","Quebec","2007/2008","College","Full-time student","International students",2199,"QC"
"3472","Quebec","2007/2008","College","Full-time student","Total, student status",177330,"QC"
"3473","Quebec","2007/2008","College","Part-time student","Canadian students",18168,"QC"
"3474","Quebec","1998/1999","College","Total, registration status","International students",4518,"QC"
"3475","Quebec","1995/1996","College","Total, registration status","Total, student status",183501,"QC"
