"","GEO","REVENUE","Ref_Date","FUND","Value","Category","GEO2"
"1","Alberta","Investments","2014/2015","Ancillary enterprises",2564,"Investment, donations, grants and other","AB"
"2","Alberta","Total donations","2014/2015","Sponsored research",63961,"Investment, donations, grants and other","AB"
"3","Alberta","Foreign","2014/2015","General operating",28590,"Other government","AB"
"4","Alberta","Total donations","2014/2015","General operating",25106,"Investment, donations, grants and other","AB"
"5","Alberta","Total grants","2014/2015","Capital",11204,"Investment, donations, grants and other","AB"
"6","Alberta","Provincial","2014/2015","Capital",151556,"Provincial","AB"
"7","Alberta","Investments","2014/2015","General operating",147013,"Investment, donations, grants and other","AB"
"8","Alberta","Investments","2014/2015","Sponsored research",44893,"Investment, donations, grants and other","AB"
"9","Alberta","Total grants","2014/2015","General operating",20162,"Investment, donations, grants and other","AB"
"10","Alberta","Provincial","2014/2015","Ancillary enterprises",394,"Provincial","AB"
"11","Alberta","Investments","2014/2015","Special purpose and trust",31790,"Investment, donations, grants and other","AB"
"12","Alberta","Other revenue type","2014/2015","Sponsored research",8697,"Investment, donations, grants and other","AB"
"13","Alberta","Federal","2014/2015","Capital",4161,"Federal","AB"
"14","Alberta","Federal","2014/2015","Endowment",970,"Federal","AB"
"15","Alberta","Foreign","2014/2015","Special purpose and trust",3121,"Other government","AB"
"16","Alberta","Tuition and other fees","2014/2015","General operating",831737,"Tuition and other fees","AB"
"17","Alberta","Other provinces","2014/2015","Sponsored research",13246,"Other government","AB"
"18","Alberta","Investments","2014/2015","Capital",1920,"Investment, donations, grants and other","AB"
"19","Alberta","Total grants","2014/2015","Sponsored research",182250,"Investment, donations, grants and other","AB"
"20","Alberta","Provincial","2014/2015","Endowment",35243,"Provincial","AB"
"21","Alberta","Total grants","2014/2015","Ancillary enterprises",28,"Investment, donations, grants and other","AB"
"22","Alberta","Total donations","2014/2015","Capital",32308,"Investment, donations, grants and other","AB"
"23","Alberta","Tuition and other fees","2014/2015","Special purpose and trust",216,"Tuition and other fees","AB"
"24","Alberta","Municipal","2014/2015","Special purpose and trust",497,"Other government","AB"
"25","Alberta","Municipal","2014/2015","Sponsored research",2046,"Other government","AB"
"26","Alberta","Federal","2014/2015","General operating",4465,"Federal","AB"
"27","Alberta","Provincial","2014/2015","Sponsored research",267849,"Provincial","AB"
"28","Alberta","Other revenue type","2014/2015","General operating",200726,"Investment, donations, grants and other","AB"
"29","Alberta","Other revenue type","2014/2015","Special purpose and trust",10042,"Investment, donations, grants and other","AB"
"30","Alberta","Foreign","2014/2015","Sponsored research",5884,"Other government","AB"
"31","Alberta","Other revenue type","2014/2015","Ancillary enterprises",256363,"Investment, donations, grants and other","AB"
"32","Alberta","Total donations","2014/2015","Ancillary enterprises",1,"Investment, donations, grants and other","AB"
"33","Alberta","Federal","2014/2015","Special purpose and trust",2382,"Federal","AB"
"34","Alberta","Total grants","2014/2015","Special purpose and trust",28959,"Investment, donations, grants and other","AB"
"35","Alberta","Other revenue type","2014/2015","Capital",15,"Investment, donations, grants and other","AB"
"36","Alberta","Federal","2014/2015","Sponsored research",267318,"Federal","AB"
"37","Alberta","Other provinces","2014/2015","Special purpose and trust",16,"Other government","AB"
"38","Alberta","Total donations","2014/2015","Special purpose and trust",16288,"Investment, donations, grants and other","AB"
"39","Alberta","Investments","2014/2015","Endowment",179187,"Investment, donations, grants and other","AB"
"40","Alberta","Total donations","2014/2015","Endowment",119227,"Investment, donations, grants and other","AB"
"41","Alberta","Other provinces","2014/2015","General operating",790,"Other government","AB"
"42","Alberta","Municipal","2014/2015","General operating",198,"Other government","AB"
"43","Alberta","Provincial","2014/2015","General operating",1417567,"Provincial","AB"
"44","Alberta","Provincial","2014/2015","Special purpose and trust",140809,"Provincial","AB"
"45","Alberta","Municipal","2014/2015","Capital",2316,"Other government","AB"
"46","British Columbia","Federal","2014/2015","Capital",1967,"Federal","BC"
"47","British Columbia","Federal","2014/2015","Sponsored research",428559,"Federal","BC"
"48","British Columbia","Investments","2014/2015","Sponsored research",9863,"Investment, donations, grants and other","BC"
"49","British Columbia","Provincial","2014/2015","Capital",32797,"Provincial","BC"
"50","British Columbia","Foreign","2014/2015","Special purpose and trust",1021,"Other government","BC"
"51","British Columbia","Provincial","2014/2015","Sponsored research",79768,"Provincial","BC"
"52","British Columbia","Municipal","2014/2015","Special purpose and trust",231,"Other government","BC"
"53","British Columbia","Investments","2014/2015","General operating",54362,"Investment, donations, grants and other","BC"
"54","British Columbia","Total donations","2014/2015","General operating",43050,"Investment, donations, grants and other","BC"
"55","British Columbia","Investments","2014/2015","Ancillary enterprises",3116,"Investment, donations, grants and other","BC"
"56","British Columbia","Investments","2014/2015","Capital",4633,"Investment, donations, grants and other","BC"
"57","British Columbia","Total donations","2014/2015","Sponsored research",5639,"Investment, donations, grants and other","BC"
"58","British Columbia","Investments","2014/2015","Endowment",148309,"Investment, donations, grants and other","BC"
"59","British Columbia","Foreign","2014/2015","Sponsored research",20914,"Other government","BC"
"60","British Columbia","Total grants","2014/2015","Ancillary enterprises",51,"Investment, donations, grants and other","BC"
"61","British Columbia","Total donations","2014/2015","Special purpose and trust",28952,"Investment, donations, grants and other","BC"
"62","British Columbia","Federal","2014/2015","General operating",1573,"Federal","BC"
"63","British Columbia","Total donations","2014/2015","Endowment",43273,"Investment, donations, grants and other","BC"
"64","British Columbia","Other revenue type","2014/2015","Sponsored research",8803,"Investment, donations, grants and other","BC"
"65","British Columbia","Investments","2014/2015","Special purpose and trust",124162,"Investment, donations, grants and other","BC"
"66","British Columbia","Total grants","2014/2015","Capital",1724,"Investment, donations, grants and other","BC"
"67","British Columbia","Municipal","2014/2015","Ancillary enterprises",300,"Other government","BC"
"68","British Columbia","Federal","2014/2015","Ancillary enterprises",871,"Federal","BC"
"69","British Columbia","Municipal","2014/2015","Capital",5,"Other government","BC"
"70","British Columbia","Provincial","2014/2015","Ancillary enterprises",1766,"Provincial","BC"
"71","British Columbia","Total donations","2014/2015","Capital",26506,"Investment, donations, grants and other","BC"
"72","British Columbia","Other revenue type","2014/2015","Special purpose and trust",22489,"Investment, donations, grants and other","BC"
"73","British Columbia","Municipal","2014/2015","General operating",14,"Other government","BC"
"74","British Columbia","Municipal","2014/2015","Sponsored research",1007,"Other government","BC"
"75","British Columbia","Other revenue type","2014/2015","Capital",18788,"Investment, donations, grants and other","BC"
"76","British Columbia","Total grants","2014/2015","Sponsored research",225202,"Investment, donations, grants and other","BC"
"77","British Columbia","Other provinces","2014/2015","Special purpose and trust",3,"Other government","BC"
"78","British Columbia","Other revenue type","2014/2015","General operating",167031,"Investment, donations, grants and other","BC"
"79","British Columbia","Tuition and other fees","2014/2015","General operating",1250330,"Tuition and other fees","BC"
"80","British Columbia","Tuition and other fees","2014/2015","Special purpose and trust",8295,"Tuition and other fees","BC"
"81","British Columbia","Foreign","2014/2015","General operating",255,"Other government","BC"
"82","British Columbia","Federal","2014/2015","Special purpose and trust",7679,"Federal","BC"
"83","British Columbia","Provincial","2014/2015","Special purpose and trust",142904,"Provincial","BC"
"84","British Columbia","Other provinces","2014/2015","General operating",19,"Other government","BC"
"85","British Columbia","Total donations","2014/2015","Ancillary enterprises",863,"Investment, donations, grants and other","BC"
"86","British Columbia","Total grants","2014/2015","Special purpose and trust",23321,"Investment, donations, grants and other","BC"
"87","British Columbia","Provincial","2014/2015","General operating",1361533,"Provincial","BC"
"88","British Columbia","Other provinces","2014/2015","Sponsored research",3739,"Other government","BC"
"89","British Columbia","Total grants","2014/2015","General operating",18280,"Investment, donations, grants and other","BC"
"90","British Columbia","Other revenue type","2014/2015","Ancillary enterprises",319347,"Investment, donations, grants and other","BC"
"91","Manitoba","Municipal","2014/2015","Capital",2056,"Other government","MB"
"92","Manitoba","Other revenue type","2014/2015","Sponsored research",1112,"Investment, donations, grants and other","MB"
"93","Manitoba","Investments","2014/2015","Endowment",1545,"Investment, donations, grants and other","MB"
"94","Manitoba","Investments","2014/2015","Special purpose and trust",43697,"Investment, donations, grants and other","MB"
"95","Manitoba","Provincial","2014/2015","Ancillary enterprises",133,"Provincial","MB"
"96","Manitoba","Total donations","2014/2015","Endowment",10032,"Investment, donations, grants and other","MB"
"97","Manitoba","Other revenue type","2014/2015","Special purpose and trust",5731,"Investment, donations, grants and other","MB"
"98","Manitoba","Federal","2014/2015","Capital",740,"Federal","MB"
"99","Manitoba","Investments","2014/2015","Sponsored research",2622,"Investment, donations, grants and other","MB"
"100","Manitoba","Total donations","2014/2015","General operating",5459,"Investment, donations, grants and other","MB"
"101","Manitoba","Investments","2014/2015","General operating",8992,"Investment, donations, grants and other","MB"
"102","Manitoba","Total grants","2014/2015","General operating",4521,"Investment, donations, grants and other","MB"
"103","Manitoba","Investments","2014/2015","Capital",8722,"Investment, donations, grants and other","MB"
"104","Manitoba","Federal","2014/2015","Sponsored research",80007,"Federal","MB"
"105","Manitoba","Provincial","2014/2015","Sponsored research",22748,"Provincial","MB"
"106","Manitoba","Total donations","2014/2015","Special purpose and trust",13289,"Investment, donations, grants and other","MB"
"107","Manitoba","Total grants","2014/2015","Special purpose and trust",7295,"Investment, donations, grants and other","MB"
"108","Manitoba","Federal","2014/2015","Special purpose and trust",4307,"Federal","MB"
"109","Manitoba","Other revenue type","2014/2015","Ancillary enterprises",47823,"Investment, donations, grants and other","MB"
"110","Manitoba","Provincial","2014/2015","Special purpose and trust",21050,"Provincial","MB"
"111","Manitoba","Total grants","2014/2015","Sponsored research",67362,"Investment, donations, grants and other","MB"
"112","Manitoba","Federal","2014/2015","General operating",7816,"Federal","MB"
"113","Manitoba","Total donations","2014/2015","Sponsored research",158,"Investment, donations, grants and other","MB"
"114","Manitoba","Other revenue type","2014/2015","Capital",4208,"Investment, donations, grants and other","MB"
"115","Manitoba","Total grants","2014/2015","Capital",1349,"Investment, donations, grants and other","MB"
"116","Manitoba","Other revenue type","2014/2015","General operating",51208,"Investment, donations, grants and other","MB"
"117","Manitoba","Total donations","2014/2015","Capital",6554,"Investment, donations, grants and other","MB"
"118","Manitoba","Tuition and other fees","2014/2015","General operating",215144,"Tuition and other fees","MB"
"119","Manitoba","Tuition and other fees","2014/2015","Special purpose and trust",275,"Tuition and other fees","MB"
"120","Manitoba","Provincial","2014/2015","Capital",25318,"Provincial","MB"
"121","Manitoba","Municipal","2014/2015","General operating",51,"Other government","MB"
"122","Manitoba","Municipal","2014/2015","Special purpose and trust",10,"Other government","MB"
"123","Manitoba","Provincial","2014/2015","General operating",479897,"Provincial","MB"
"124","New Brunswick","Federal","2014/2015","Special purpose and trust",9220,"Federal","NB"
"125","New Brunswick","Investments","2014/2015","General operating",11618,"Investment, donations, grants and other","NB"
"126","New Brunswick","Tuition and other fees","2014/2015","General operating",152334,"Tuition and other fees","NB"
"127","New Brunswick","Total donations","2014/2015","General operating",2075,"Investment, donations, grants and other","NB"
"128","New Brunswick","Total donations","2014/2015","Special purpose and trust",13604,"Investment, donations, grants and other","NB"
"129","New Brunswick","Other revenue type","2014/2015","Sponsored research",2180,"Investment, donations, grants and other","NB"
"130","New Brunswick","Municipal","2014/2015","Capital",942,"Other government","NB"
"131","New Brunswick","Investments","2014/2015","Special purpose and trust",27287,"Investment, donations, grants and other","NB"
"132","New Brunswick","Federal","2014/2015","Sponsored research",32447,"Federal","NB"
"133","New Brunswick","Other revenue type","2014/2015","General operating",20326,"Investment, donations, grants and other","NB"
"134","New Brunswick","Other provinces","2014/2015","Special purpose and trust",11,"Other government","NB"
"135","New Brunswick","Investments","2014/2015","Sponsored research",1,"Investment, donations, grants and other","NB"
"136","New Brunswick","Other provinces","2014/2015","Sponsored research",231,"Other government","NB"
"137","New Brunswick","Municipal","2014/2015","Sponsored research",128,"Other government","NB"
"138","New Brunswick","Total donations","2014/2015","Sponsored research",207,"Investment, donations, grants and other","NB"
"139","New Brunswick","Investments","2014/2015","Endowment",19700,"Investment, donations, grants and other","NB"
"140","New Brunswick","Total donations","2014/2015","Capital",1932,"Investment, donations, grants and other","NB"
"141","New Brunswick","Municipal","2014/2015","Special purpose and trust",65,"Other government","NB"
"142","New Brunswick","Total grants","2014/2015","Special purpose and trust",907,"Investment, donations, grants and other","NB"
"143","New Brunswick","Other revenue type","2014/2015","Capital",3544,"Investment, donations, grants and other","NB"
"144","New Brunswick","Tuition and other fees","2014/2015","Special purpose and trust",869,"Tuition and other fees","NB"
"145","New Brunswick","Federal","2014/2015","General operating",734,"Federal","NB"
"146","New Brunswick","Other revenue type","2014/2015","Ancillary enterprises",42311,"Investment, donations, grants and other","NB"
"147","New Brunswick","Foreign","2014/2015","Special purpose and trust",3,"Other government","NB"
"148","New Brunswick","Total donations","2014/2015","Endowment",21948,"Investment, donations, grants and other","NB"
"149","New Brunswick","Provincial","2014/2015","Sponsored research",6909,"Provincial","NB"
"150","New Brunswick","Foreign","2014/2015","Sponsored research",34,"Other government","NB"
"151","New Brunswick","Provincial","2014/2015","Special purpose and trust",10258,"Provincial","NB"
"152","New Brunswick","Total grants","2014/2015","Capital",12,"Investment, donations, grants and other","NB"
"153","New Brunswick","Municipal","2014/2015","General operating",4,"Other government","NB"
"154","New Brunswick","Provincial","2014/2015","Capital",8107,"Provincial","NB"
"155","New Brunswick","Investments","2014/2015","Capital",17,"Investment, donations, grants and other","NB"
"156","New Brunswick","Total grants","2014/2015","Sponsored research",13630,"Investment, donations, grants and other","NB"
"157","New Brunswick","Other revenue type","2014/2015","Special purpose and trust",4902,"Investment, donations, grants and other","NB"
"158","New Brunswick","Provincial","2014/2015","General operating",223497,"Provincial","NB"
"159","New Brunswick","Municipal","2014/2015","Endowment",6,"Other government","NB"
"160","New Brunswick","Total grants","2014/2015","General operating",3022,"Investment, donations, grants and other","NB"
"161","Newfoundland and Labrador","Federal","2014/2015","General operating",1193,"Federal","NL"
"162","Newfoundland and Labrador","Federal","2014/2015","Special purpose and trust",60,"Federal","NL"
"163","Newfoundland and Labrador","Federal","2014/2015","Sponsored research",32972,"Federal","NL"
"164","Newfoundland and Labrador","Other revenue type","2014/2015","General operating",36006,"Investment, donations, grants and other","NL"
"165","Newfoundland and Labrador","Total grants","2014/2015","Sponsored research",34237,"Investment, donations, grants and other","NL"
"166","Newfoundland and Labrador","Provincial","2014/2015","General operating",408306,"Provincial","NL"
"167","Newfoundland and Labrador","Investments","2014/2015","General operating",2787,"Investment, donations, grants and other","NL"
"168","Newfoundland and Labrador","Investments","2014/2015","Special purpose and trust",908,"Investment, donations, grants and other","NL"
"169","Newfoundland and Labrador","Provincial","2014/2015","Sponsored research",20496,"Provincial","NL"
"170","Newfoundland and Labrador","Total donations","2014/2015","Endowment",7293,"Investment, donations, grants and other","NL"
"171","Newfoundland and Labrador","Other revenue type","2014/2015","Sponsored research",15390,"Investment, donations, grants and other","NL"
"172","Newfoundland and Labrador","Municipal","2014/2015","Ancillary enterprises",100,"Other government","NL"
"173","Newfoundland and Labrador","Total donations","2014/2015","Special purpose and trust",4266,"Investment, donations, grants and other","NL"
"174","Newfoundland and Labrador","Provincial","2014/2015","Capital",5851,"Provincial","NL"
"175","Newfoundland and Labrador","Other revenue type","2014/2015","Ancillary enterprises",22417,"Investment, donations, grants and other","NL"
"176","Newfoundland and Labrador","Total donations","2014/2015","Sponsored research",487,"Investment, donations, grants and other","NL"
"177","Newfoundland and Labrador","Other revenue type","2014/2015","Special purpose and trust",15356,"Investment, donations, grants and other","NL"
"178","Newfoundland and Labrador","Tuition and other fees","2014/2015","Special purpose and trust",216,"Tuition and other fees","NL"
"179","Newfoundland and Labrador","Total donations","2014/2015","General operating",294,"Investment, donations, grants and other","NL"
"180","Newfoundland and Labrador","Tuition and other fees","2014/2015","General operating",65570,"Tuition and other fees","NL"
"181","Newfoundland and Labrador","Provincial","2014/2015","Special purpose and trust",3523,"Provincial","NL"
"182","Newfoundland and Labrador","Investments","2014/2015","Sponsored research",813,"Investment, donations, grants and other","NL"
"183","Newfoundland and Labrador","Investments","2014/2015","Endowment",3445,"Investment, donations, grants and other","NL"
"184","Nova Scotia","Federal","2014/2015","Capital",1142,"Federal","NS"
"185","Nova Scotia","Provincial","2014/2015","Special purpose and trust",5335,"Provincial","NS"
"186","Nova Scotia","Total donations","2014/2015","Capital",1769,"Investment, donations, grants and other","NS"
"187","Nova Scotia","Other revenue type","2014/2015","Capital",8095,"Investment, donations, grants and other","NS"
"188","Nova Scotia","Federal","2014/2015","Special purpose and trust",5821,"Federal","NS"
"189","Nova Scotia","Municipal","2014/2015","Capital",45,"Other government","NS"
"190","Nova Scotia","Total donations","2014/2015","Endowment",16541,"Investment, donations, grants and other","NS"
"191","Nova Scotia","Investments","2014/2015","Special purpose and trust",8081,"Investment, donations, grants and other","NS"
"192","Nova Scotia","Total grants","2014/2015","General operating",310,"Investment, donations, grants and other","NS"
"193","Nova Scotia","Total donations","2014/2015","Special purpose and trust",15664,"Investment, donations, grants and other","NS"
"194","Nova Scotia","Other provinces","2014/2015","General operating",6,"Other government","NS"
"195","Nova Scotia","Total donations","2014/2015","General operating",2982,"Investment, donations, grants and other","NS"
"196","Nova Scotia","Tuition and other fees","2014/2015","Special purpose and trust",1016,"Tuition and other fees","NS"
"197","Nova Scotia","Federal","2014/2015","General operating",1564,"Federal","NS"
"198","Nova Scotia","Provincial","2014/2015","General operating",384118,"Provincial","NS"
"199","Nova Scotia","Investments","2014/2015","General operating",31304,"Investment, donations, grants and other","NS"
"200","Nova Scotia","Municipal","2014/2015","Special purpose and trust",12,"Other government","NS"
"201","Nova Scotia","Provincial","2014/2015","Sponsored research",10034,"Provincial","NS"
"202","Nova Scotia","Investments","2014/2015","Capital",77,"Investment, donations, grants and other","NS"
"203","Nova Scotia","Other revenue type","2014/2015","Ancillary enterprises",113152,"Investment, donations, grants and other","NS"
"204","Nova Scotia","Federal","2014/2015","Ancillary enterprises",58,"Federal","NS"
"205","Nova Scotia","Other revenue type","2014/2015","General operating",61172,"Investment, donations, grants and other","NS"
"206","Nova Scotia","Foreign","2014/2015","Special purpose and trust",9,"Other government","NS"
"207","Nova Scotia","Provincial","2014/2015","Capital",1248,"Provincial","NS"
"208","Nova Scotia","Total grants","2014/2015","Capital",226,"Investment, donations, grants and other","NS"
"209","Nova Scotia","Tuition and other fees","2014/2015","General operating",380472,"Tuition and other fees","NS"
"210","Nova Scotia","Investments","2014/2015","Endowment",32885,"Investment, donations, grants and other","NS"
"211","Nova Scotia","Municipal","2014/2015","General operating",48,"Other government","NS"
"212","Nova Scotia","Total grants","2014/2015","Special purpose and trust",7554,"Investment, donations, grants and other","NS"
"213","Nova Scotia","Federal","2014/2015","Sponsored research",107568,"Federal","NS"
"214","Nova Scotia","Investments","2014/2015","Sponsored research",911,"Investment, donations, grants and other","NS"
"215","Nova Scotia","Total grants","2014/2015","Sponsored research",44638,"Investment, donations, grants and other","NS"
"216","Nova Scotia","Other revenue type","2014/2015","Sponsored research",7119,"Investment, donations, grants and other","NS"
"217","Nova Scotia","Other provinces","2014/2015","Sponsored research",994,"Other government","NS"
"218","Nova Scotia","Other revenue type","2014/2015","Special purpose and trust",8607,"Investment, donations, grants and other","NS"
"219","Nova Scotia","Municipal","2014/2015","Sponsored research",382,"Other government","NS"
"220","Nova Scotia","Total donations","2014/2015","Ancillary enterprises",53,"Investment, donations, grants and other","NS"
"221","Nova Scotia","Foreign","2014/2015","Sponsored research",828,"Other government","NS"
"222","Nova Scotia","Total donations","2014/2015","Sponsored research",875,"Investment, donations, grants and other","NS"
"223","Ontario","Total grants","2014/2015","Capital",1252,"Investment, donations, grants and other","ON"
"224","Ontario","Other provinces","2014/2015","General operating",23,"Other government","ON"
"225","Ontario","Municipal","2014/2015","Special purpose and trust",79,"Other government","ON"
"226","Ontario","Total donations","2014/2015","Sponsored research",87266,"Investment, donations, grants and other","ON"
"227","Ontario","Federal","2014/2015","Sponsored research",1252872,"Federal","ON"
"228","Ontario","Investments","2014/2015","Capital",34408,"Investment, donations, grants and other","ON"
"229","Ontario","Other provinces","2014/2015","Sponsored research",3194,"Other government","ON"
"230","Ontario","Municipal","2014/2015","Ancillary enterprises",754,"Other government","ON"
"231","Ontario","Provincial","2014/2015","Endowment",22,"Provincial","ON"
"232","Ontario","Other revenue type","2014/2015","General operating",459065,"Investment, donations, grants and other","ON"
"233","Ontario","Foreign","2014/2015","Sponsored research",51302,"Other government","ON"
"234","Ontario","Foreign","2014/2015","Special purpose and trust",42,"Other government","ON"
"235","Ontario","Other revenue type","2014/2015","Sponsored research",50175,"Investment, donations, grants and other","ON"
"236","Ontario","Other revenue type","2014/2015","Capital",12670,"Investment, donations, grants and other","ON"
"237","Ontario","Investments","2014/2015","Ancillary enterprises",-6544,"Investment, donations, grants and other","ON"
"238","Ontario","Total grants","2014/2015","Special purpose and trust",20705,"Investment, donations, grants and other","ON"
"239","Ontario","Provincial","2014/2015","Sponsored research",330910,"Provincial","ON"
"240","Ontario","Federal","2014/2015","Special purpose and trust",7284,"Federal","ON"
"241","Ontario","Foreign","2014/2015","General operating",3167,"Other government","ON"
"242","Ontario","Total donations","2014/2015","Ancillary enterprises",137,"Investment, donations, grants and other","ON"
"243","Ontario","Total grants","2014/2015","General operating",48842,"Investment, donations, grants and other","ON"
"244","Ontario","Municipal","2014/2015","Sponsored research",3264,"Other government","ON"
"245","Ontario","Total donations","2014/2015","Capital",67519,"Investment, donations, grants and other","ON"
"246","Ontario","Federal","2014/2015","Ancillary enterprises",411,"Federal","ON"
"247","Ontario","Provincial","2014/2015","General operating",3672864,"Provincial","ON"
"248","Ontario","Total donations","2014/2015","General operating",51554,"Investment, donations, grants and other","ON"
"249","Ontario","Total donations","2014/2015","Special purpose and trust",204729,"Investment, donations, grants and other","ON"
"250","Ontario","Total grants","2014/2015","Ancillary enterprises",735,"Investment, donations, grants and other","ON"
"251","Ontario","Investments","2014/2015","Endowment",498517,"Investment, donations, grants and other","ON"
"252","Ontario","Total grants","2014/2015","Sponsored research",846551,"Investment, donations, grants and other","ON"
"253","Ontario","Investments","2014/2015","General operating",233596,"Investment, donations, grants and other","ON"
"254","Ontario","Tuition and other fees","2014/2015","General operating",4933007,"Tuition and other fees","ON"
"255","Ontario","Investments","2014/2015","Special purpose and trust",268828,"Investment, donations, grants and other","ON"
"256","Ontario","Federal","2014/2015","General operating",12596,"Federal","ON"
"257","Ontario","Municipal","2014/2015","General operating",969,"Other government","ON"
"258","Ontario","Federal","2014/2015","Capital",2464,"Federal","ON"
"259","Ontario","Other revenue type","2014/2015","Ancillary enterprises",1022188,"Investment, donations, grants and other","ON"
"260","Ontario","Investments","2014/2015","Sponsored research",32992,"Investment, donations, grants and other","ON"
"261","Ontario","Total donations","2014/2015","Endowment",167459,"Investment, donations, grants and other","ON"
"262","Ontario","Provincial","2014/2015","Ancillary enterprises",287,"Provincial","ON"
"263","Ontario","Other revenue type","2014/2015","Special purpose and trust",40388,"Investment, donations, grants and other","ON"
"264","Ontario","Provincial","2014/2015","Capital",173410,"Provincial","ON"
"265","Ontario","Provincial","2014/2015","Special purpose and trust",88293,"Provincial","ON"
"266","Ontario","Tuition and other fees","2014/2015","Special purpose and trust",21,"Tuition and other fees","ON"
"267","Ontario","Municipal","2014/2015","Capital",3801,"Other government","ON"
"268","Prince Edward Island","Provincial","2014/2015","Ancillary enterprises",140,"Provincial","PE"
"269","Prince Edward Island","Other revenue type","2014/2015","General operating",9201,"Investment, donations, grants and other","PE"
"270","Prince Edward Island","Provincial","2014/2015","General operating",42801,"Provincial","PE"
"271","Prince Edward Island","Total grants","2014/2015","Sponsored research",3069,"Investment, donations, grants and other","PE"
"272","Prince Edward Island","Other revenue type","2014/2015","Sponsored research",5,"Investment, donations, grants and other","PE"
"273","Prince Edward Island","Foreign","2014/2015","Sponsored research",27,"Other government","PE"
"274","Prince Edward Island","Federal","2014/2015","General operating",1013,"Federal","PE"
"275","Prince Edward Island","Other revenue type","2014/2015","Ancillary enterprises",8539,"Investment, donations, grants and other","PE"
"276","Prince Edward Island","Other revenue type","2014/2015","Capital",343,"Investment, donations, grants and other","PE"
"277","Prince Edward Island","Total donations","2014/2015","Endowment",1695,"Investment, donations, grants and other","PE"
"278","Prince Edward Island","Investments","2014/2015","General operating",1645,"Investment, donations, grants and other","PE"
"279","Prince Edward Island","Investments","2014/2015","Special purpose and trust",2348,"Investment, donations, grants and other","PE"
"280","Prince Edward Island","Total grants","2014/2015","General operating",215,"Investment, donations, grants and other","PE"
"281","Prince Edward Island","Provincial","2014/2015","Sponsored research",719,"Provincial","PE"
"282","Prince Edward Island","Investments","2014/2015","Sponsored research",120,"Investment, donations, grants and other","PE"
"283","Prince Edward Island","Provincial","2014/2015","Capital",4155,"Provincial","PE"
"284","Prince Edward Island","Other provinces","2014/2015","General operating",12520,"Other government","PE"
"285","Prince Edward Island","Investments","2014/2015","Endowment",662,"Investment, donations, grants and other","PE"
"286","Prince Edward Island","Total donations","2014/2015","Capital",568,"Investment, donations, grants and other","PE"
"287","Prince Edward Island","Total donations","2014/2015","Special purpose and trust",829,"Investment, donations, grants and other","PE"
"288","Prince Edward Island","Tuition and other fees","2014/2015","General operating",32615,"Tuition and other fees","PE"
"289","Prince Edward Island","Total donations","2014/2015","Sponsored research",10,"Investment, donations, grants and other","PE"
"290","Prince Edward Island","Other provinces","2014/2015","Sponsored research",303,"Other government","PE"
"291","Prince Edward Island","Federal","2014/2015","Sponsored research",7414,"Federal","PE"
"292","Prince Edward Island","Total donations","2014/2015","General operating",2285,"Investment, donations, grants and other","PE"
"293","Quebec","Other revenue type","2014/2015","Ancillary enterprises",212027,"Investment, donations, grants and other","QC"
"294","Quebec","Foreign","2014/2015","Special purpose and trust",414,"Other government","QC"
"295","Quebec","Municipal","2014/2015","General operating",1765,"Other government","QC"
"296","Quebec","Investments","2014/2015","Special purpose and trust",46424,"Investment, donations, grants and other","QC"
"297","Quebec","Provincial","2014/2015","General operating",2717152,"Provincial","QC"
"298","Quebec","Investments","2014/2015","General operating",27649,"Investment, donations, grants and other","QC"
"299","Quebec","Other revenue type","2014/2015","Special purpose and trust",10003,"Investment, donations, grants and other","QC"
"300","Quebec","Total grants","2014/2015","Special purpose and trust",44486,"Investment, donations, grants and other","QC"
"301","Quebec","Total grants","2014/2015","General operating",10126,"Investment, donations, grants and other","QC"
"302","Quebec","Total donations","2014/2015","Endowment",59593,"Investment, donations, grants and other","QC"
"303","Quebec","Other provinces","2014/2015","Sponsored research",3085,"Other government","QC"
"304","Quebec","Other revenue type","2014/2015","Sponsored research",43243,"Investment, donations, grants and other","QC"
"305","Quebec","Federal","2014/2015","Ancillary enterprises",145,"Federal","QC"
"306","Quebec","Other revenue type","2014/2015","Capital",5188,"Investment, donations, grants and other","QC"
"307","Quebec","Investments","2014/2015","Ancillary enterprises",875,"Investment, donations, grants and other","QC"
"308","Quebec","Investments","2014/2015","Sponsored research",21784,"Investment, donations, grants and other","QC"
"309","Quebec","Other provinces","2014/2015","General operating",4555,"Other government","QC"
"310","Quebec","Provincial","2014/2015","Capital",283208,"Provincial","QC"
"311","Quebec","Total donations","2014/2015","Special purpose and trust",44226,"Investment, donations, grants and other","QC"
"312","Quebec","Other provinces","2014/2015","Capital",325,"Other government","QC"
"313","Quebec","Federal","2014/2015","Capital",9391,"Federal","QC"
"314","Quebec","Federal","2014/2015","Special purpose and trust",6676,"Federal","QC"
"315","Quebec","Foreign","2014/2015","General operating",1277,"Other government","QC"
"316","Quebec","Provincial","2014/2015","Special purpose and trust",30461,"Provincial","QC"
"317","Quebec","Provincial","2014/2015","Sponsored research",364903,"Provincial","QC"
"318","Quebec","Provincial","2014/2015","Ancillary enterprises",1266,"Provincial","QC"
"319","Quebec","Total donations","2014/2015","Ancillary enterprises",49,"Investment, donations, grants and other","QC"
"320","Quebec","Total grants","2014/2015","Sponsored research",421093,"Investment, donations, grants and other","QC"
