"","GEO","REVENUE","Ref_Date","FUND","Value","Category","GEO2"
"2284","Alberta","Total grants","2008/2009","Ancillary enterprises",53,"Investment, donations, grants and other","AB"
"2285","Alberta","Total donations","2008/2009","Sponsored research",74077,"Investment, donations, grants and other","AB"
"2286","Alberta","Provincial","2008/2009","Capital",558816,"Provincial","AB"
"2287","Alberta","Other provinces","2008/2009","Special purpose and trust",54,"Other government","AB"
"2288","Alberta","Provincial","2008/2009","General operating",1107312,"Provincial","AB"
"2289","Alberta","Total grants","2008/2009","Special purpose and trust",10306,"Investment, donations, grants and other","AB"
"2290","Alberta","Tuition and other fees","2008/2009","Special purpose and trust",265,"Tuition and other fees","AB"
"2291","Alberta","Municipal","2008/2009","Capital",1870,"Other government","AB"
"2292","Alberta","Total donations","2008/2009","Ancillary enterprises",184,"Investment, donations, grants and other","AB"
"2293","Alberta","Other revenue type","2008/2009","Special purpose and trust",53397,"Investment, donations, grants and other","AB"
"2294","Alberta","Total grants","2008/2009","Capital",1472,"Investment, donations, grants and other","AB"
"2295","Alberta","Investments","2008/2009","Endowment",-242880,"Investment, donations, grants and other","AB"
"2296","Alberta","Provincial","2008/2009","Special purpose and trust",98900,"Provincial","AB"
"2297","Alberta","Provincial","2008/2009","Ancillary enterprises",1948,"Provincial","AB"
"2298","Alberta","Total donations","2008/2009","General operating",38811,"Investment, donations, grants and other","AB"
"2299","Alberta","Foreign","2008/2009","Sponsored research",6853,"Other government","AB"
"2300","Alberta","Municipal","2008/2009","Sponsored research",6746,"Other government","AB"
"2301","Alberta","Federal","2008/2009","Special purpose and trust",3043,"Federal","AB"
"2302","British Columbia","Investments","2008/2009","General operating",-19002,"Investment, donations, grants and other","BC"
"2303","British Columbia","Investments","2008/2009","Ancillary enterprises",3830,"Investment, donations, grants and other","BC"
"2304","British Columbia","Total grants","2008/2009","Capital",16121,"Investment, donations, grants and other","BC"
"2305","British Columbia","Provincial","2008/2009","Special purpose and trust",116749,"Provincial","BC"
"2306","British Columbia","Provincial","2008/2009","Ancillary enterprises",1754,"Provincial","BC"
"2307","British Columbia","Total donations","2008/2009","Special purpose and trust",14648,"Investment, donations, grants and other","BC"
"2308","British Columbia","Other revenue type","2008/2009","Special purpose and trust",96588,"Investment, donations, grants and other","BC"
"2309","British Columbia","Federal","2008/2009","Capital",10036,"Federal","BC"
"2310","British Columbia","Federal","2008/2009","Endowment",15,"Federal","BC"
"2311","British Columbia","Investments","2008/2009","Capital",11431,"Investment, donations, grants and other","BC"
"2312","British Columbia","Total grants","2008/2009","Ancillary enterprises",106,"Investment, donations, grants and other","BC"
"2313","British Columbia","Total donations","2008/2009","Capital",5404,"Investment, donations, grants and other","BC"
"2314","British Columbia","Municipal","2008/2009","General operating",9,"Other government","BC"
"2315","British Columbia","Municipal","2008/2009","Special purpose and trust",249,"Other government","BC"
"2316","British Columbia","Federal","2008/2009","Sponsored research",409181,"Federal","BC"
"2317","British Columbia","Total donations","2008/2009","General operating",10492,"Investment, donations, grants and other","BC"
"2318","British Columbia","Other provinces","2008/2009","Sponsored research",6280,"Other government","BC"
"2319","British Columbia","Other revenue type","2008/2009","Sponsored research",3724,"Investment, donations, grants and other","BC"
"2320","British Columbia","Other revenue type","2008/2009","Ancillary enterprises",279505,"Investment, donations, grants and other","BC"
"2321","British Columbia","Municipal","2008/2009","Ancillary enterprises",300,"Other government","BC"
"2322","British Columbia","Provincial","2008/2009","Capital",106198,"Provincial","BC"
"2323","British Columbia","Foreign","2008/2009","General operating",50,"Other government","BC"
"2324","British Columbia","Federal","2008/2009","Special purpose and trust",10743,"Federal","BC"
"2325","British Columbia","Foreign","2008/2009","Special purpose and trust",998,"Other government","BC"
"2326","British Columbia","Other revenue type","2008/2009","Capital",9570,"Investment, donations, grants and other","BC"
"2327","British Columbia","Investments","2008/2009","Sponsored research",8147,"Investment, donations, grants and other","BC"
"2328","British Columbia","Federal","2008/2009","General operating",879,"Federal","BC"
"2329","British Columbia","Total grants","2008/2009","Special purpose and trust",40544,"Investment, donations, grants and other","BC"
"2330","British Columbia","Municipal","2008/2009","Endowment",66,"Other government","BC"
"2331","British Columbia","Other provinces","2008/2009","Special purpose and trust",583,"Other government","BC"
"2332","British Columbia","Municipal","2008/2009","Sponsored research",1211,"Other government","BC"
"2333","British Columbia","Investments","2008/2009","Special purpose and trust",12240,"Investment, donations, grants and other","BC"
"2334","British Columbia","Other provinces","2008/2009","General operating",243,"Other government","BC"
"2335","British Columbia","Foreign","2008/2009","Sponsored research",24115,"Other government","BC"
"2336","British Columbia","Total donations","2008/2009","Ancillary enterprises",390,"Investment, donations, grants and other","BC"
"2337","British Columbia","Other revenue type","2008/2009","General operating",73223,"Investment, donations, grants and other","BC"
"2338","British Columbia","Total grants","2008/2009","Sponsored research",137626,"Investment, donations, grants and other","BC"
"2339","British Columbia","Tuition and other fees","2008/2009","General operating",832546,"Tuition and other fees","BC"
"2340","British Columbia","Total donations","2008/2009","Sponsored research",15445,"Investment, donations, grants and other","BC"
"2341","British Columbia","Total donations","2008/2009","Endowment",39682,"Investment, donations, grants and other","BC"
"2342","British Columbia","Provincial","2008/2009","Sponsored research",139359,"Provincial","BC"
"2343","British Columbia","Provincial","2008/2009","Endowment",1810,"Provincial","BC"
"2344","British Columbia","Provincial","2008/2009","General operating",1222174,"Provincial","BC"
"2345","British Columbia","Investments","2008/2009","Endowment",-262940,"Investment, donations, grants and other","BC"
"2346","British Columbia","Tuition and other fees","2008/2009","Special purpose and trust",31913,"Tuition and other fees","BC"
"2347","British Columbia","Total grants","2008/2009","General operating",8884,"Investment, donations, grants and other","BC"
"2348","Manitoba","Federal","2008/2009","Capital",340,"Federal","MB"
"2349","Manitoba","Federal","2008/2009","General operating",5965,"Federal","MB"
"2350","Manitoba","Tuition and other fees","2008/2009","Special purpose and trust",306,"Tuition and other fees","MB"
"2351","Manitoba","Total donations","2008/2009","Special purpose and trust",11100,"Investment, donations, grants and other","MB"
"2352","Manitoba","Municipal","2008/2009","Endowment",2793,"Other government","MB"
"2353","Manitoba","Provincial","2008/2009","Sponsored research",19609,"Provincial","MB"
"2354","Manitoba","Provincial","2008/2009","Ancillary enterprises",217,"Provincial","MB"
"2355","Manitoba","Municipal","2008/2009","Capital",2827,"Other government","MB"
"2356","Manitoba","Other revenue type","2008/2009","Sponsored research",260,"Investment, donations, grants and other","MB"
"2357","Manitoba","Foreign","2008/2009","Sponsored research",4343,"Other government","MB"
"2358","Manitoba","Other revenue type","2008/2009","Ancillary enterprises",46755,"Investment, donations, grants and other","MB"
"2359","Manitoba","Total donations","2008/2009","Capital",8917,"Investment, donations, grants and other","MB"
"2360","Manitoba","Investments","2008/2009","Capital",789,"Investment, donations, grants and other","MB"
"2361","Manitoba","Other provinces","2008/2009","Sponsored research",19,"Other government","MB"
"2362","Manitoba","Provincial","2008/2009","Capital",28628,"Provincial","MB"
"2363","Manitoba","Other revenue type","2008/2009","Special purpose and trust",638,"Investment, donations, grants and other","MB"
"2364","Manitoba","Municipal","2008/2009","Sponsored research",1,"Other government","MB"
"2365","Manitoba","Total grants","2008/2009","Sponsored research",72620,"Investment, donations, grants and other","MB"
"2366","Manitoba","Total donations","2008/2009","Endowment",18986,"Investment, donations, grants and other","MB"
"2367","Manitoba","Provincial","2008/2009","General operating",376310,"Provincial","MB"
"2368","Manitoba","Other revenue type","2008/2009","General operating",40790,"Investment, donations, grants and other","MB"
"2369","Manitoba","Total donations","2008/2009","Sponsored research",2332,"Investment, donations, grants and other","MB"
"2370","Manitoba","Total donations","2008/2009","General operating",2257,"Investment, donations, grants and other","MB"
"2371","Manitoba","Investments","2008/2009","Endowment",-46526,"Investment, donations, grants and other","MB"
"2372","Manitoba","Provincial","2008/2009","Special purpose and trust",6177,"Provincial","MB"
"2373","Manitoba","Investments","2008/2009","General operating",5981,"Investment, donations, grants and other","MB"
"2374","Manitoba","Investments","2008/2009","Special purpose and trust",-22706,"Investment, donations, grants and other","MB"
"2375","Manitoba","Other revenue type","2008/2009","Capital",4693,"Investment, donations, grants and other","MB"
"2376","Manitoba","Federal","2008/2009","Sponsored research",79753,"Federal","MB"
"2377","Manitoba","Total grants","2008/2009","General operating",3765,"Investment, donations, grants and other","MB"
"2378","Manitoba","Investments","2008/2009","Sponsored research",1545,"Investment, donations, grants and other","MB"
"2379","Manitoba","Federal","2008/2009","Special purpose and trust",778,"Federal","MB"
"2380","Manitoba","Tuition and other fees","2008/2009","General operating",150638,"Tuition and other fees","MB"
"2381","Manitoba","Total grants","2008/2009","Special purpose and trust",8307,"Investment, donations, grants and other","MB"
"2382","New Brunswick","Tuition and other fees","2008/2009","General operating",137178,"Tuition and other fees","NB"
"2383","New Brunswick","Federal","2008/2009","Special purpose and trust",10348,"Federal","NB"
"2384","New Brunswick","Other revenue type","2008/2009","Ancillary enterprises",43504,"Investment, donations, grants and other","NB"
"2385","New Brunswick","Provincial","2008/2009","Capital",8629,"Provincial","NB"
"2386","New Brunswick","Total donations","2008/2009","Capital",3132,"Investment, donations, grants and other","NB"
"2387","New Brunswick","Other revenue type","2008/2009","General operating",17579,"Investment, donations, grants and other","NB"
"2388","New Brunswick","Municipal","2008/2009","General operating",25,"Other government","NB"
"2389","New Brunswick","Investments","2008/2009","General operating",993,"Investment, donations, grants and other","NB"
"2390","New Brunswick","Other revenue type","2008/2009","Sponsored research",1418,"Investment, donations, grants and other","NB"
"2391","New Brunswick","Total grants","2008/2009","General operating",1127,"Investment, donations, grants and other","NB"
"2392","New Brunswick","Federal","2008/2009","General operating",68,"Federal","NB"
"2393","New Brunswick","Foreign","2008/2009","Sponsored research",3430,"Other government","NB"
"2394","New Brunswick","Investments","2008/2009","Sponsored research",5,"Investment, donations, grants and other","NB"
"2395","New Brunswick","Provincial","2008/2009","Endowment",120,"Provincial","NB"
"2396","New Brunswick","Municipal","2008/2009","Special purpose and trust",113,"Other government","NB"
"2397","New Brunswick","Municipal","2008/2009","Capital",328,"Other government","NB"
"2398","New Brunswick","Investments","2008/2009","Capital",288,"Investment, donations, grants and other","NB"
"2399","New Brunswick","Total donations","2008/2009","Special purpose and trust",11016,"Investment, donations, grants and other","NB"
"2400","New Brunswick","Federal","2008/2009","Sponsored research",40538,"Federal","NB"
"2401","New Brunswick","Investments","2008/2009","Special purpose and trust",-26305,"Investment, donations, grants and other","NB"
"2402","New Brunswick","Federal","2008/2009","Capital",-28,"Federal","NB"
"2403","New Brunswick","Other provinces","2008/2009","Special purpose and trust",39,"Other government","NB"
"2404","New Brunswick","Total donations","2008/2009","Endowment",11081,"Investment, donations, grants and other","NB"
"2405","New Brunswick","Total grants","2008/2009","Sponsored research",13540,"Investment, donations, grants and other","NB"
"2406","New Brunswick","Other provinces","2008/2009","Sponsored research",819,"Other government","NB"
"2407","New Brunswick","Total donations","2008/2009","Sponsored research",278,"Investment, donations, grants and other","NB"
"2408","New Brunswick","Total grants","2008/2009","Capital",411,"Investment, donations, grants and other","NB"
"2409","New Brunswick","Provincial","2008/2009","Special purpose and trust",4529,"Provincial","NB"
"2410","New Brunswick","Provincial","2008/2009","Sponsored research",5197,"Provincial","NB"
"2411","New Brunswick","Tuition and other fees","2008/2009","Special purpose and trust",306,"Tuition and other fees","NB"
"2412","New Brunswick","Provincial","2008/2009","General operating",194947,"Provincial","NB"
"2413","New Brunswick","Municipal","2008/2009","Endowment",256,"Other government","NB"
"2414","New Brunswick","Total grants","2008/2009","Special purpose and trust",2279,"Investment, donations, grants and other","NB"
"2415","New Brunswick","Other revenue type","2008/2009","Special purpose and trust",3719,"Investment, donations, grants and other","NB"
"2416","New Brunswick","Total donations","2008/2009","General operating",5512,"Investment, donations, grants and other","NB"
"2417","New Brunswick","Municipal","2008/2009","Sponsored research",34,"Other government","NB"
"2418","New Brunswick","Other revenue type","2008/2009","Capital",29,"Investment, donations, grants and other","NB"
"2419","New Brunswick","Investments","2008/2009","Endowment",-21351,"Investment, donations, grants and other","NB"
"2420","Newfoundland and Labrador","Federal","2008/2009","General operating",17,"Federal","NL"
"2421","Newfoundland and Labrador","Federal","2008/2009","Special purpose and trust",270,"Federal","NL"
"2422","Newfoundland and Labrador","Federal","2008/2009","Sponsored research",38781,"Federal","NL"
"2423","Newfoundland and Labrador","Other revenue type","2008/2009","General operating",29065,"Investment, donations, grants and other","NL"
"2424","Newfoundland and Labrador","Other revenue type","2008/2009","Special purpose and trust",14067,"Investment, donations, grants and other","NL"
"2425","Newfoundland and Labrador","Other revenue type","2008/2009","Sponsored research",19863,"Investment, donations, grants and other","NL"
"2426","Newfoundland and Labrador","Provincial","2008/2009","Capital",7785,"Provincial","NL"
"2427","Newfoundland and Labrador","Other revenue type","2008/2009","Ancillary enterprises",19558,"Investment, donations, grants and other","NL"
"2428","Newfoundland and Labrador","Other revenue type","2008/2009","Capital",2933,"Investment, donations, grants and other","NL"
"2429","Newfoundland and Labrador","Total donations","2008/2009","Endowment",2823,"Investment, donations, grants and other","NL"
"2430","Newfoundland and Labrador","Provincial","2008/2009","Sponsored research",8152,"Provincial","NL"
"2431","Newfoundland and Labrador","Total donations","2008/2009","General operating",128,"Investment, donations, grants and other","NL"
"2432","Newfoundland and Labrador","Foreign","2008/2009","Sponsored research",1293,"Other government","NL"
"2433","Newfoundland and Labrador","Total donations","2008/2009","Special purpose and trust",164,"Investment, donations, grants and other","NL"
"2434","Newfoundland and Labrador","Provincial","2008/2009","Special purpose and trust",9977,"Provincial","NL"
"2435","Newfoundland and Labrador","Investments","2008/2009","Sponsored research",-433,"Investment, donations, grants and other","NL"
"2436","Newfoundland and Labrador","Investments","2008/2009","Endowment",761,"Investment, donations, grants and other","NL"
"2437","Newfoundland and Labrador","Total grants","2008/2009","Sponsored research",4948,"Investment, donations, grants and other","NL"
"2438","Newfoundland and Labrador","Tuition and other fees","2008/2009","General operating",56710,"Tuition and other fees","NL"
"2439","Newfoundland and Labrador","Tuition and other fees","2008/2009","Special purpose and trust",157,"Tuition and other fees","NL"
"2440","Newfoundland and Labrador","Provincial","2008/2009","General operating",264887,"Provincial","NL"
"2441","Newfoundland and Labrador","Municipal","2008/2009","Ancillary enterprises",831,"Other government","NL"
"2442","Newfoundland and Labrador","Investments","2008/2009","General operating",3525,"Investment, donations, grants and other","NL"
"2443","Newfoundland and Labrador","Investments","2008/2009","Special purpose and trust",-8050,"Investment, donations, grants and other","NL"
"2444","Nova Scotia","Federal","2008/2009","Endowment",75,"Federal","NS"
"2445","Nova Scotia","Provincial","2008/2009","Special purpose and trust",1093,"Provincial","NS"
"2446","Nova Scotia","Foreign","2008/2009","Sponsored research",496,"Other government","NS"
"2447","Nova Scotia","Other revenue type","2008/2009","Capital",5309,"Investment, donations, grants and other","NS"
"2448","Nova Scotia","Provincial","2008/2009","Sponsored research",8049,"Provincial","NS"
"2449","Nova Scotia","Federal","2008/2009","Special purpose and trust",5163,"Federal","NS"
"2450","Nova Scotia","Total grants","2008/2009","Capital",2962,"Investment, donations, grants and other","NS"
"2451","Nova Scotia","Federal","2008/2009","Capital",1211,"Federal","NS"
"2452","Nova Scotia","Provincial","2008/2009","General operating",324170,"Provincial","NS"
"2453","Nova Scotia","Total grants","2008/2009","Special purpose and trust",1410,"Investment, donations, grants and other","NS"
"2454","Nova Scotia","Federal","2008/2009","Sponsored research",97292,"Federal","NS"
"2455","Nova Scotia","Total grants","2008/2009","Sponsored research",51767,"Investment, donations, grants and other","NS"
"2456","Nova Scotia","Investments","2008/2009","Capital",-9405,"Investment, donations, grants and other","NS"
"2457","Nova Scotia","Other revenue type","2008/2009","General operating",45900,"Investment, donations, grants and other","NS"
"2458","Nova Scotia","Other revenue type","2008/2009","Ancillary enterprises",103301,"Investment, donations, grants and other","NS"
"2459","Nova Scotia","Other revenue type","2008/2009","Special purpose and trust",14063,"Investment, donations, grants and other","NS"
"2460","Nova Scotia","Investments","2008/2009","Endowment",-115059,"Investment, donations, grants and other","NS"
"2461","Nova Scotia","Investments","2008/2009","Sponsored research",253,"Investment, donations, grants and other","NS"
"2462","Nova Scotia","Investments","2008/2009","General operating",27901,"Investment, donations, grants and other","NS"
"2463","Nova Scotia","Total donations","2008/2009","Endowment",15561,"Investment, donations, grants and other","NS"
"2464","Nova Scotia","Other revenue type","2008/2009","Sponsored research",9113,"Investment, donations, grants and other","NS"
"2465","Nova Scotia","Other provinces","2008/2009","Sponsored research",357,"Other government","NS"
"2466","Nova Scotia","Provincial","2008/2009","Ancillary enterprises",131,"Provincial","NS"
"2467","Nova Scotia","Total donations","2008/2009","Special purpose and trust",15228,"Investment, donations, grants and other","NS"
"2468","Nova Scotia","Total donations","2008/2009","Capital",11000,"Investment, donations, grants and other","NS"
"2469","Nova Scotia","Municipal","2008/2009","Capital",27,"Other government","NS"
"2470","Nova Scotia","Provincial","2008/2009","Capital",7340,"Provincial","NS"
"2471","Nova Scotia","Municipal","2008/2009","Sponsored research",85,"Other government","NS"
"2472","Nova Scotia","Municipal","2008/2009","Special purpose and trust",109,"Other government","NS"
"2473","Nova Scotia","Other provinces","2008/2009","Special purpose and trust",19,"Other government","NS"
"2474","Nova Scotia","Total donations","2008/2009","General operating",2468,"Investment, donations, grants and other","NS"
"2475","Nova Scotia","Total grants","2008/2009","General operating",388,"Investment, donations, grants and other","NS"
"2476","Nova Scotia","Federal","2008/2009","General operating",2379,"Federal","NS"
"2477","Nova Scotia","Total donations","2008/2009","Sponsored research",1733,"Investment, donations, grants and other","NS"
"2478","Nova Scotia","Tuition and other fees","2008/2009","General operating",282368,"Tuition and other fees","NS"
"2479","Nova Scotia","Investments","2008/2009","Special purpose and trust",1274,"Investment, donations, grants and other","NS"
"2480","Nova Scotia","Tuition and other fees","2008/2009","Special purpose and trust",961,"Tuition and other fees","NS"
"2481","Ontario","Provincial","2008/2009","Sponsored research",417758,"Provincial","ON"
"2482","Ontario","Other revenue type","2008/2009","Ancillary enterprises",893571,"Investment, donations, grants and other","ON"
"2483","Ontario","Foreign","2008/2009","Sponsored research",55753,"Other government","ON"
"2484","Ontario","Investments","2008/2009","Sponsored research",12825,"Investment, donations, grants and other","ON"
"2485","Ontario","Total grants","2008/2009","Capital",75,"Investment, donations, grants and other","ON"
"2486","Ontario","Total grants","2008/2009","Ancillary enterprises",212,"Investment, donations, grants and other","ON"
"2487","Ontario","Municipal","2008/2009","Capital",8350,"Other government","ON"
"2488","Ontario","Provincial","2008/2009","Ancillary enterprises",2819,"Provincial","ON"
"2489","Ontario","Other revenue type","2008/2009","Sponsored research",44913,"Investment, donations, grants and other","ON"
"2490","Ontario","Other provinces","2008/2009","Special purpose and trust",101,"Other government","ON"
"2491","Ontario","Provincial","2008/2009","Special purpose and trust",98008,"Provincial","ON"
"2492","Ontario","Federal","2008/2009","General operating",14307,"Federal","ON"
"2493","Ontario","Other provinces","2008/2009","Sponsored research",2051,"Other government","ON"
"2494","Ontario","Investments","2008/2009","Endowment",-1097992,"Investment, donations, grants and other","ON"
"2495","Ontario","Total grants","2008/2009","General operating",38119,"Investment, donations, grants and other","ON"
"2496","Ontario","Total donations","2008/2009","Capital",50678,"Investment, donations, grants and other","ON"
"2497","Ontario","Other provinces","2008/2009","General operating",32,"Other government","ON"
"2498","Ontario","Investments","2008/2009","Ancillary enterprises",-1534,"Investment, donations, grants and other","ON"
"2499","Ontario","Total donations","2008/2009","Special purpose and trust",161613,"Investment, donations, grants and other","ON"
"2500","Ontario","Other revenue type","2008/2009","Capital",10229,"Investment, donations, grants and other","ON"
"2501","Ontario","Other revenue type","2008/2009","Special purpose and trust",45907,"Investment, donations, grants and other","ON"
"2502","Ontario","Total grants","2008/2009","Sponsored research",762869,"Investment, donations, grants and other","ON"
"2503","Ontario","Municipal","2008/2009","Ancillary enterprises",393,"Other government","ON"
"2504","Ontario","Total grants","2008/2009","Special purpose and trust",26530,"Investment, donations, grants and other","ON"
"2505","Ontario","Total donations","2008/2009","Sponsored research",59800,"Investment, donations, grants and other","ON"
"2506","Ontario","Tuition and other fees","2008/2009","General operating",2996277,"Tuition and other fees","ON"
"2507","Ontario","Other revenue type","2008/2009","General operating",359452,"Investment, donations, grants and other","ON"
"2508","Ontario","Tuition and other fees","2008/2009","Special purpose and trust",11,"Tuition and other fees","ON"
"2509","Ontario","Municipal","2008/2009","General operating",501,"Other government","ON"
"2510","Ontario","Federal","2008/2009","Sponsored research",1131808,"Federal","ON"
"2511","Ontario","Investments","2008/2009","Capital",15736,"Investment, donations, grants and other","ON"
"2512","Ontario","Total donations","2008/2009","Ancillary enterprises",1263,"Investment, donations, grants and other","ON"
"2513","Ontario","Federal","2008/2009","Special purpose and trust",3399,"Federal","ON"
"2514","Ontario","Provincial","2008/2009","Capital",367913,"Provincial","ON"
"2515","Ontario","Foreign","2008/2009","General operating",2268,"Other government","ON"
"2516","Ontario","Federal","2008/2009","Ancillary enterprises",47,"Federal","ON"
"2517","Ontario","Federal","2008/2009","Capital",388,"Federal","ON"
"2518","Ontario","Investments","2008/2009","General operating",-60515,"Investment, donations, grants and other","ON"
"2519","Ontario","Municipal","2008/2009","Special purpose and trust",993,"Other government","ON"
"2520","Ontario","Total donations","2008/2009","General operating",79081,"Investment, donations, grants and other","ON"
"2521","Ontario","Investments","2008/2009","Special purpose and trust",33696,"Investment, donations, grants and other","ON"
"2522","Ontario","Municipal","2008/2009","Sponsored research",3161,"Other government","ON"
"2523","Ontario","Provincial","2008/2009","General operating",3301368,"Provincial","ON"
"2524","Ontario","Total donations","2008/2009","Endowment",148246,"Investment, donations, grants and other","ON"
"2525","Ontario","Foreign","2008/2009","Special purpose and trust",105,"Other government","ON"
"2526","Ontario","Provincial","2008/2009","Endowment",27941,"Provincial","ON"
"2527","Prince Edward Island","Investments","2008/2009","Special purpose and trust",-495,"Investment, donations, grants and other","PE"
"2528","Prince Edward Island","Provincial","2008/2009","Ancillary enterprises",140,"Provincial","PE"
"2529","Prince Edward Island","Provincial","2008/2009","General operating",50129,"Provincial","PE"
"2530","Prince Edward Island","Provincial","2008/2009","Sponsored research",1309,"Provincial","PE"
"2531","Prince Edward Island","Total grants","2008/2009","General operating",304,"Investment, donations, grants and other","PE"
"2532","Prince Edward Island","Provincial","2008/2009","Capital",8804,"Provincial","PE"
"2533","Prince Edward Island","Federal","2008/2009","Capital",109,"Federal","PE"
"2534","Prince Edward Island","Total donations","2008/2009","Endowment",1029,"Investment, donations, grants and other","PE"
"2535","Prince Edward Island","Investments","2008/2009","General operating",1231,"Investment, donations, grants and other","PE"
"2536","Prince Edward Island","Tuition and other fees","2008/2009","General operating",23077,"Tuition and other fees","PE"
"2537","Prince Edward Island","Total grants","2008/2009","Sponsored research",2446,"Investment, donations, grants and other","PE"
"2538","Prince Edward Island","Other provinces","2008/2009","General operating",48,"Other government","PE"
"2539","Prince Edward Island","Federal","2008/2009","General operating",653,"Federal","PE"
"2540","Prince Edward Island","Total donations","2008/2009","General operating",1188,"Investment, donations, grants and other","PE"
"2541","Prince Edward Island","Other revenue type","2008/2009","Sponsored research",215,"Investment, donations, grants and other","PE"
"2542","Prince Edward Island","Other provinces","2008/2009","Sponsored research",182,"Other government","PE"
"2543","Prince Edward Island","Total donations","2008/2009","Special purpose and trust",796,"Investment, donations, grants and other","PE"
"2544","Prince Edward Island","Federal","2008/2009","Sponsored research",11692,"Federal","PE"
"2545","Prince Edward Island","Other revenue type","2008/2009","General operating",7672,"Investment, donations, grants and other","PE"
"2546","Prince Edward Island","Investments","2008/2009","Capital",117,"Investment, donations, grants and other","PE"
"2547","Prince Edward Island","Other revenue type","2008/2009","Ancillary enterprises",7930,"Investment, donations, grants and other","PE"
"2548","Prince Edward Island","Total donations","2008/2009","Capital",1738,"Investment, donations, grants and other","PE"
"2549","Prince Edward Island","Municipal","2008/2009","Capital",500,"Other government","PE"
"2550","Prince Edward Island","Total grants","2008/2009","Capital",118,"Investment, donations, grants and other","PE"
"2551","Prince Edward Island","Total donations","2008/2009","Sponsored research",11,"Investment, donations, grants and other","PE"
"2552","Quebec","Provincial","2008/2009","General operating",2328459,"Provincial","QC"
"2553","Quebec","Federal","2008/2009","Special purpose and trust",6473,"Federal","QC"
"2554","Quebec","Provincial","2008/2009","Capital",379094,"Provincial","QC"
"2555","Quebec","Investments","2008/2009","General operating",24958,"Investment, donations, grants and other","QC"
"2556","Quebec","Investments","2008/2009","Sponsored research",13307,"Investment, donations, grants and other","QC"
"2557","Quebec","Federal","2008/2009","General operating",8995,"Federal","QC"
"2558","Quebec","Other revenue type","2008/2009","Ancillary enterprises",178355,"Investment, donations, grants and other","QC"
"2559","Quebec","Municipal","2008/2009","General operating",45,"Other government","QC"
"2560","Quebec","Federal","2008/2009","Capital",3663,"Federal","QC"
"2561","Quebec","Foreign","2008/2009","Sponsored research",23076,"Other government","QC"
"2562","Quebec","Total donations","2008/2009","Endowment",49174,"Investment, donations, grants and other","QC"
"2563","Quebec","Provincial","2008/2009","Ancillary enterprises",55,"Provincial","QC"
"2564","Quebec","Total donations","2008/2009","Special purpose and trust",39030,"Investment, donations, grants and other","QC"
"2565","Quebec","Provincial","2008/2009","Sponsored research",250607,"Provincial","QC"
"2566","Quebec","Investments","2008/2009","Ancillary enterprises",7,"Investment, donations, grants and other","QC"
"2567","Quebec","Other provinces","2008/2009","General operating",3404,"Other government","QC"
"2568","Quebec","Municipal","2008/2009","Capital",516,"Other government","QC"
"2569","Quebec","Federal","2008/2009","Ancillary enterprises",50,"Federal","QC"
"2570","Quebec","Total donations","2008/2009","Capital",12768,"Investment, donations, grants and other","QC"
"2571","Quebec","Foreign","2008/2009","Special purpose and trust",-126,"Other government","QC"
"2572","Quebec","Other revenue type","2008/2009","Special purpose and trust",12830,"Investment, donations, grants and other","QC"
"2573","Quebec","Other revenue type","2008/2009","Capital",83649,"Investment, donations, grants and other","QC"
"2574","Quebec","Municipal","2008/2009","Special purpose and trust",9,"Other government","QC"
"2575","Quebec","Total grants","2008/2009","Sponsored research",280646,"Investment, donations, grants and other","QC"
"2576","Quebec","Total grants","2008/2009","Ancillary enterprises",125,"Investment, donations, grants and other","QC"
"2577","Quebec","Total grants","2008/2009","Special purpose and trust",44500,"Investment, donations, grants and other","QC"
"2578","Quebec","Investments","2008/2009","Endowment",1961,"Investment, donations, grants and other","QC"
"2579","Quebec","Federal","2008/2009","Sponsored research",753053,"Federal","QC"
"2580","Quebec","Total grants","2008/2009","General operating",6494,"Investment, donations, grants and other","QC"
"2581","Quebec","Provincial","2008/2009","Special purpose and trust",27965,"Provincial","QC"
"2582","Quebec","Tuition and other fees","2008/2009","General operating",700591,"Tuition and other fees","QC"
"2583","Quebec","Tuition and other fees","2008/2009","Special purpose and trust",757,"Tuition and other fees","QC"
"2584","Quebec","Total donations","2008/2009","General operating",7082,"Investment, donations, grants and other","QC"
"2585","Quebec","Total grants","2008/2009","Capital",4123,"Investment, donations, grants and other","QC"
"2586","Quebec","Other revenue type","2008/2009","General operating",252701,"Investment, donations, grants and other","QC"
"2587","Quebec","Other revenue type","2008/2009","Sponsored research",104078,"Investment, donations, grants and other","QC"
"2588","Quebec","Total donations","2008/2009","Sponsored research",116034,"Investment, donations, grants and other","QC"
"2589","Quebec","Investments","2008/2009","Special purpose and trust",30933,"Investment, donations, grants and other","QC"
"2590","Quebec","Municipal","2008/2009","Sponsored research",1951,"Other government","QC"
"2591","Quebec","Investments","2008/2009","Capital",6348,"Investment, donations, grants and other","QC"
"2592","Quebec","Other provinces","2008/2009","Sponsored research",2269,"Other government","QC"
"2593","Quebec","Other provinces","2008/2009","Capital",166,"Other government","QC"
"2594","Saskatchewan","Tuition and other fees","2008/2009","General operating",140909,"Tuition and other fees","SK"
"2595","Saskatchewan","Total donations","2008/2009","Ancillary enterprises",70,"Investment, donations, grants and other","SK"
