"","GEO","REVENUE","Ref_Date","FUND","Value","Category","GEO2"
"526","Quebec","Donations, bequests and non-government grants","2011/2012","Operating",23070,"Investment, donations and other","QC"
"527","Quebec","Investment income","2011/2012","Operating",2764,"Investment, donations and other","QC"
"528","Quebec","Ancillary enterprises","2011/2012","Operating",100726,"Investment, donations and other","QC"
"529","Quebec","Miscellaneous","2011/2012","Capital",24666,"Investment, donations and other","QC"
"530","Quebec","Federal","2011/2012","Sponsored research",1352,"Federal","QC"
"531","Quebec","Provincial","2011/2012","Operating",2014994,"Provincial","QC"
"532","Quebec","Investment income","2011/2012","Sponsored research",308,"Investment, donations and other","QC"
"533","Quebec","Fees","2011/2012","Operating",155253,"Fees","QC"
"534","Quebec","Federal","2011/2012","Operating",7474,"Federal","QC"
"535","Saskatchewan","Ancillary enterprises","2011/2012","Operating",9119,"Investment, donations and other","SK"
"536","Saskatchewan","Federal","2011/2012","Operating",6516,"Federal","SK"
"537","Saskatchewan","Investment income","2011/2012","Operating",860,"Investment, donations and other","SK"
"538","Saskatchewan","Borrowings","2011/2012","Capital",55,"Investment, donations and other","SK"
"539","Saskatchewan","Investment income","2011/2012","Capital",1,"Investment, donations and other","SK"
"540","Saskatchewan","Donations, bequests and non-government grants","2011/2012","Capital",65,"Investment, donations and other","SK"
"541","Saskatchewan","Miscellaneous","2011/2012","Capital",54,"Investment, donations and other","SK"
"542","Saskatchewan","Fees","2011/2012","Operating",42817,"Fees","SK"
"543","Saskatchewan","Federal","2011/2012","Sponsored research",10,"Federal","SK"
"544","Saskatchewan","Provincial","2011/2012","Capital",987,"Provincial","SK"
"545","Saskatchewan","Provincial","2011/2012","Operating",236845,"Provincial","SK"
"546","Saskatchewan","Miscellaneous","2011/2012","Operating",7111,"Investment, donations and other","SK"
"547","Saskatchewan","Donations, bequests and non-government grants","2011/2012","Operating",968,"Investment, donations and other","SK"
"548","Alberta","Investment income","2010/2011","Operating",25492,"Investment, donations and other","AB"
"549","Alberta","Donations, bequests and non-government grants","2010/2011","Sponsored research",1234,"Investment, donations and other","AB"
"550","Alberta","Donations, bequests and non-government grants","2010/2011","Operating",23388,"Investment, donations and other","AB"
"551","Alberta","Ancillary enterprises","2010/2011","Capital",86,"Investment, donations and other","AB"
"552","Alberta","Federal","2010/2011","Sponsored research",2719,"Federal","AB"
"553","Alberta","Provincial","2010/2011","Capital",33897,"Provincial","AB"
"554","Alberta","Federal","2010/2011","Capital",6,"Federal","AB"
"555","Alberta","Provincial","2010/2011","Sponsored research",3584,"Provincial","AB"
"556","Alberta","Federal","2010/2011","Operating",10789,"Federal","AB"
"557","Alberta","Miscellaneous","2010/2011","Operating",43897,"Investment, donations and other","AB"
"558","Alberta","Miscellaneous","2010/2011","Sponsored research",786,"Investment, donations and other","AB"
"559","Alberta","Fees","2010/2011","Operating",313273,"Fees","AB"
"560","Alberta","Ancillary enterprises","2010/2011","Operating",101580,"Investment, donations and other","AB"
"561","Alberta","Miscellaneous","2010/2011","Capital",17595,"Investment, donations and other","AB"
"562","Alberta","Municipal","2010/2011","Operating",221,"Municipal","AB"
"563","Alberta","Donations, bequests and non-government grants","2010/2011","Capital",1229,"Investment, donations and other","AB"
"564","Alberta","Investment income","2010/2011","Capital",492,"Investment, donations and other","AB"
"565","Alberta","Provincial","2010/2011","Operating",774676,"Provincial","AB"
"566","British Columbia","Miscellaneous","2010/2011","Capital",4502,"Investment, donations and other","BC"
"567","British Columbia","Miscellaneous","2010/2011","Sponsored research",22,"Investment, donations and other","BC"
"568","British Columbia","Federal","2010/2011","Capital",9466,"Federal","BC"
"569","British Columbia","Donations, bequests and non-government grants","2010/2011","Operating",3522,"Investment, donations and other","BC"
"570","British Columbia","Federal","2010/2011","Operating",11659,"Federal","BC"
"571","British Columbia","Fees","2010/2011","Operating",289378,"Fees","BC"
"572","British Columbia","Ancillary enterprises","2010/2011","Operating",54957,"Investment, donations and other","BC"
"573","British Columbia","Federal","2010/2011","Sponsored research",666,"Federal","BC"
"574","British Columbia","Borrowings","2010/2011","Capital",32,"Investment, donations and other","BC"
"575","British Columbia","Provincial","2010/2011","Operating",602489,"Provincial","BC"
"576","British Columbia","Provincial","2010/2011","Capital",79291,"Provincial","BC"
"577","British Columbia","Investment income","2010/2011","Operating",7203,"Investment, donations and other","BC"
"578","British Columbia","Donations, bequests and non-government grants","2010/2011","Capital",763,"Investment, donations and other","BC"
"579","British Columbia","Miscellaneous","2010/2011","Operating",56230,"Investment, donations and other","BC"
"580","British Columbia","Municipal","2010/2011","Operating",94,"Municipal","BC"
"581","British Columbia","Investment income","2010/2011","Capital",1099,"Investment, donations and other","BC"
"582","Manitoba","Fees","2010/2011","Operating",45517,"Fees","MB"
"583","Manitoba","Provincial","2010/2011","Capital",5599,"Provincial","MB"
"584","Manitoba","Ancillary enterprises","2010/2011","Operating",11293,"Investment, donations and other","MB"
"585","Manitoba","Investment income","2010/2011","Operating",2063,"Investment, donations and other","MB"
"586","Manitoba","Donations, bequests and non-government grants","2010/2011","Operating",707,"Investment, donations and other","MB"
"587","Manitoba","Federal","2010/2011","Operating",3368,"Federal","MB"
"588","Manitoba","Miscellaneous","2010/2011","Operating",5254,"Investment, donations and other","MB"
"589","Manitoba","Federal","2010/2011","Sponsored research",544,"Federal","MB"
"590","Manitoba","Provincial","2010/2011","Operating",164836,"Provincial","MB"
"591","New Brunswick","Ancillary enterprises","2010/2011","Operating",3473,"Investment, donations and other","NB"
"592","New Brunswick","Provincial","2010/2011","Operating",90942,"Provincial","NB"
"593","New Brunswick","Fees","2010/2011","Operating",15082,"Fees","NB"
"594","New Brunswick","Provincial","2010/2011","Capital",63,"Provincial","NB"
"595","New Brunswick","Donations, bequests and non-government grants","2010/2011","Operating",2695,"Investment, donations and other","NB"
"596","New Brunswick","Investment income","2010/2011","Operating",44,"Investment, donations and other","NB"
"597","New Brunswick","Miscellaneous","2010/2011","Operating",13987,"Investment, donations and other","NB"
"598","Newfoundland and Labrador","Fees","2010/2011","Operating",25903,"Fees","NL"
"599","Newfoundland and Labrador","Provincial","2010/2011","Capital",11,"Provincial","NL"
"600","Newfoundland and Labrador","Federal","2010/2011","Operating",17426,"Federal","NL"
"601","Newfoundland and Labrador","Provincial","2010/2011","Operating",90212,"Provincial","NL"
"602","Newfoundland and Labrador","Ancillary enterprises","2010/2011","Operating",5277,"Investment, donations and other","NL"
"603","Newfoundland and Labrador","Miscellaneous","2010/2011","Capital",2545,"Investment, donations and other","NL"
"604","Newfoundland and Labrador","Investment income","2010/2011","Operating",253,"Investment, donations and other","NL"
"605","Nova Scotia","Miscellaneous","2010/2011","Operating",12292,"Investment, donations and other","NS"
"606","Nova Scotia","Federal","2010/2011","Operating",13063,"Federal","NS"
"607","Nova Scotia","Investment income","2010/2011","Operating",421,"Investment, donations and other","NS"
"608","Nova Scotia","Provincial","2010/2011","Operating",132321,"Provincial","NS"
"609","Nova Scotia","Ancillary enterprises","2010/2011","Operating",8207,"Investment, donations and other","NS"
"610","Nova Scotia","Provincial","2010/2011","Capital",2010,"Provincial","NS"
"611","Nova Scotia","Fees","2010/2011","Operating",37433,"Fees","NS"
"612","Ontario","Donations, bequests and non-government grants","2010/2011","Sponsored research",618,"Investment, donations and other","ON"
"613","Ontario","Provincial","2010/2011","Capital",252049,"Provincial","ON"
"614","Ontario","Ancillary enterprises","2010/2011","Operating",287330,"Investment, donations and other","ON"
"615","Ontario","Federal","2010/2011","Operating",28416,"Federal","ON"
"616","Ontario","Provincial","2010/2011","Sponsored research",2804,"Provincial","ON"
"617","Ontario","Donations, bequests and non-government grants","2010/2011","Capital",29119,"Investment, donations and other","ON"
"618","Ontario","Donations, bequests and non-government grants","2010/2011","Operating",23354,"Investment, donations and other","ON"
"619","Ontario","Fees","2010/2011","Operating",1098881,"Fees","ON"
"620","Ontario","Municipal","2010/2011","Operating",5972,"Municipal","ON"
"621","Ontario","Investment income","2010/2011","Capital",577,"Investment, donations and other","ON"
"622","Ontario","Provincial","2010/2011","Operating",1624167,"Provincial","ON"
"623","Ontario","Miscellaneous","2010/2011","Sponsored research",750,"Investment, donations and other","ON"
"624","Ontario","Ancillary enterprises","2010/2011","Capital",1140,"Investment, donations and other","ON"
"625","Ontario","Federal","2010/2011","Capital",11915,"Federal","ON"
"626","Ontario","Federal","2010/2011","Sponsored research",3720,"Federal","ON"
"627","Ontario","Miscellaneous","2010/2011","Capital",9361,"Investment, donations and other","ON"
"628","Ontario","Municipal","2010/2011","Capital",917,"Municipal","ON"
"629","Ontario","Miscellaneous","2010/2011","Operating",217569,"Investment, donations and other","ON"
"630","Ontario","Investment income","2010/2011","Operating",14636,"Investment, donations and other","ON"
"631","Prince Edward Island","Federal","2010/2011","Operating",2888,"Federal","PE"
"632","Prince Edward Island","Miscellaneous","2010/2011","Operating",4814,"Investment, donations and other","PE"
"633","Prince Edward Island","Federal","2010/2011","Capital",2787,"Federal","PE"
"634","Prince Edward Island","Donations, bequests and non-government grants","2010/2011","Operating",131,"Investment, donations and other","PE"
"635","Prince Edward Island","Ancillary enterprises","2010/2011","Operating",2944,"Investment, donations and other","PE"
"636","Prince Edward Island","Fees","2010/2011","Operating",17780,"Fees","PE"
"637","Prince Edward Island","Investment income","2010/2011","Operating",1,"Investment, donations and other","PE"
"638","Prince Edward Island","Donations, bequests and non-government grants","2010/2011","Capital",1468,"Investment, donations and other","PE"
"639","Prince Edward Island","Provincial","2010/2011","Operating",25977,"Provincial","PE"
"640","Prince Edward Island","Provincial","2010/2011","Capital",3619,"Provincial","PE"
"641","Quebec","Provincial","2010/2011","Capital",222777,"Provincial","QC"
"642","Quebec","Provincial","2010/2011","Sponsored research",5795,"Provincial","QC"
"643","Quebec","Donations, bequests and non-government grants","2010/2011","Operating",22841,"Investment, donations and other","QC"
"644","Quebec","Donations, bequests and non-government grants","2010/2011","Capital",94,"Investment, donations and other","QC"
"645","Quebec","Miscellaneous","2010/2011","Capital",26311,"Investment, donations and other","QC"
"646","Quebec","Ancillary enterprises","2010/2011","Operating",100170,"Investment, donations and other","QC"
"647","Quebec","Investment income","2010/2011","Operating",3154,"Investment, donations and other","QC"
"648","Quebec","Federal","2010/2011","Sponsored research",1417,"Federal","QC"
"649","Quebec","Miscellaneous","2010/2011","Operating",58625,"Investment, donations and other","QC"
"650","Quebec","Miscellaneous","2010/2011","Sponsored research",3037,"Investment, donations and other","QC"
"651","Quebec","Investment income","2010/2011","Sponsored research",308,"Investment, donations and other","QC"
"652","Quebec","Fees","2010/2011","Operating",148853,"Fees","QC"
"653","Quebec","Investment income","2010/2011","Capital",2248,"Investment, donations and other","QC"
"654","Quebec","Federal","2010/2011","Operating",6308,"Federal","QC"
"655","Quebec","Provincial","2010/2011","Operating",1995994,"Provincial","QC"
"656","Quebec","Donations, bequests and non-government grants","2010/2011","Sponsored research",9172,"Investment, donations and other","QC"
"657","Saskatchewan","Federal","2010/2011","Operating",6482,"Federal","SK"
"658","Saskatchewan","Donations, bequests and non-government grants","2010/2011","Operating",882,"Investment, donations and other","SK"
"659","Saskatchewan","Federal","2010/2011","Sponsored research",10,"Federal","SK"
"660","Saskatchewan","Investment income","2010/2011","Operating",517,"Investment, donations and other","SK"
"661","Saskatchewan","Fees","2010/2011","Operating",44237,"Fees","SK"
"662","Saskatchewan","Investment income","2010/2011","Capital",69,"Investment, donations and other","SK"
"663","Saskatchewan","Donations, bequests and non-government grants","2010/2011","Capital",302,"Investment, donations and other","SK"
"664","Saskatchewan","Provincial","2010/2011","Operating",225264,"Provincial","SK"
"665","Saskatchewan","Borrowings","2010/2011","Capital",1014,"Investment, donations and other","SK"
"666","Saskatchewan","Miscellaneous","2010/2011","Operating",8314,"Investment, donations and other","SK"
"667","Saskatchewan","Federal","2010/2011","Capital",1563,"Federal","SK"
"668","Saskatchewan","Provincial","2010/2011","Capital",9930,"Provincial","SK"
"669","Saskatchewan","Ancillary enterprises","2010/2011","Operating",8697,"Investment, donations and other","SK"
"670","Alberta","Donations, bequests and non-government grants","2009/2010","Operating",17887,"Investment, donations and other","AB"
"671","Alberta","Municipal","2009/2010","Operating",428,"Municipal","AB"
"672","Alberta","Investment income","2009/2010","Operating",13980,"Investment, donations and other","AB"
"673","Alberta","Municipal","2009/2010","Sponsored research",23,"Municipal","AB"
"674","Alberta","Federal","2009/2010","Sponsored research",1186,"Federal","AB"
"675","Alberta","Ancillary enterprises","2009/2010","Capital",292,"Investment, donations and other","AB"
"676","Alberta","Ancillary enterprises","2009/2010","Operating",100004,"Investment, donations and other","AB"
"677","Alberta","Miscellaneous","2009/2010","Sponsored research",1443,"Investment, donations and other","AB"
"678","Alberta","Donations, bequests and non-government grants","2009/2010","Capital",286,"Investment, donations and other","AB"
"679","Alberta","Provincial","2009/2010","Capital",40670,"Provincial","AB"
"680","Alberta","Provincial","2009/2010","Operating",786991,"Provincial","AB"
"681","Alberta","Miscellaneous","2009/2010","Operating",48910,"Investment, donations and other","AB"
"682","Alberta","Donations, bequests and non-government grants","2009/2010","Sponsored research",1234,"Investment, donations and other","AB"
"683","Alberta","Federal","2009/2010","Operating",9880,"Federal","AB"
"684","Alberta","Fees","2009/2010","Operating",301074,"Fees","AB"
"685","Alberta","Miscellaneous","2009/2010","Capital",14748,"Investment, donations and other","AB"
"686","Alberta","Provincial","2009/2010","Sponsored research",4793,"Provincial","AB"
"687","British Columbia","Ancillary enterprises","2009/2010","Operating",55083,"Investment, donations and other","BC"
"688","British Columbia","Federal","2009/2010","Operating",66375,"Federal","BC"
"689","British Columbia","Federal","2009/2010","Sponsored research",234,"Federal","BC"
"690","British Columbia","Miscellaneous","2009/2010","Capital",4527,"Investment, donations and other","BC"
"691","British Columbia","Donations, bequests and non-government grants","2009/2010","Operating",7203,"Investment, donations and other","BC"
"692","British Columbia","Borrowings","2009/2010","Capital",5029,"Investment, donations and other","BC"
"693","British Columbia","Provincial","2009/2010","Operating",534206,"Provincial","BC"
"694","British Columbia","Investment income","2009/2010","Capital",284,"Investment, donations and other","BC"
"695","British Columbia","Provincial","2009/2010","Capital",45929,"Provincial","BC"
"696","British Columbia","Fees","2009/2010","Operating",271096,"Fees","BC"
"697","British Columbia","Donations, bequests and non-government grants","2009/2010","Capital",515,"Investment, donations and other","BC"
"698","British Columbia","Municipal","2009/2010","Operating",51,"Municipal","BC"
"699","British Columbia","Investment income","2009/2010","Operating",7582,"Investment, donations and other","BC"
"700","British Columbia","Miscellaneous","2009/2010","Operating",61661,"Investment, donations and other","BC"
"701","British Columbia","Federal","2009/2010","Capital",5013,"Federal","BC"
"702","Manitoba","Ancillary enterprises","2009/2010","Operating",11811,"Investment, donations and other","MB"
"703","Manitoba","Provincial","2009/2010","Capital",6946,"Provincial","MB"
"704","Manitoba","Federal","2009/2010","Operating",291,"Federal","MB"
"705","Manitoba","Fees","2009/2010","Operating",42914,"Fees","MB"
"706","Manitoba","Provincial","2009/2010","Sponsored research",37,"Provincial","MB"
"707","Manitoba","Donations, bequests and non-government grants","2009/2010","Operating",2811,"Investment, donations and other","MB"
"708","Manitoba","Federal","2009/2010","Sponsored research",550,"Federal","MB"
"709","Manitoba","Miscellaneous","2009/2010","Operating",6470,"Investment, donations and other","MB"
"710","Manitoba","Provincial","2009/2010","Operating",168193,"Provincial","MB"
"711","Manitoba","Investment income","2009/2010","Operating",1144,"Investment, donations and other","MB"
"712","New Brunswick","Provincial","2009/2010","Operating",98172,"Provincial","NB"
"713","New Brunswick","Investment income","2009/2010","Operating",90,"Investment, donations and other","NB"
"714","New Brunswick","Fees","2009/2010","Operating",22212,"Fees","NB"
"715","New Brunswick","Federal","2009/2010","Operating",3564,"Federal","NB"
"716","New Brunswick","Ancillary enterprises","2009/2010","Operating",386,"Investment, donations and other","NB"
"717","New Brunswick","Provincial","2009/2010","Capital",12,"Provincial","NB"
"718","New Brunswick","Donations, bequests and non-government grants","2009/2010","Operating",1323,"Investment, donations and other","NB"
"719","New Brunswick","Federal","2009/2010","Capital",8,"Federal","NB"
"720","New Brunswick","Miscellaneous","2009/2010","Operating",3937,"Investment, donations and other","NB"
"721","Newfoundland and Labrador","Ancillary enterprises","2009/2010","Operating",5000,"Investment, donations and other","NL"
"722","Newfoundland and Labrador","Fees","2009/2010","Operating",21514,"Fees","NL"
"723","Newfoundland and Labrador","Investment income","2009/2010","Operating",83,"Investment, donations and other","NL"
"724","Newfoundland and Labrador","Federal","2009/2010","Operating",14182,"Federal","NL"
"725","Newfoundland and Labrador","Miscellaneous","2009/2010","Capital",2109,"Investment, donations and other","NL"
"726","Newfoundland and Labrador","Provincial","2009/2010","Operating",90295,"Provincial","NL"
"727","Nova Scotia","Federal","2009/2010","Capital",348,"Federal","NS"
"728","Nova Scotia","Ancillary enterprises","2009/2010","Operating",9130,"Investment, donations and other","NS"
"729","Nova Scotia","Miscellaneous","2009/2010","Operating",12124,"Investment, donations and other","NS"
"730","Nova Scotia","Provincial","2009/2010","Capital",1877,"Provincial","NS"
"731","Nova Scotia","Fees","2009/2010","Operating",37971,"Fees","NS"
"732","Nova Scotia","Provincial","2009/2010","Operating",128691,"Provincial","NS"
"733","Nova Scotia","Federal","2009/2010","Operating",24821,"Federal","NS"
"734","Nova Scotia","Provincial","2009/2010","Sponsored research",542,"Provincial","NS"
"735","Nova Scotia","Investment income","2009/2010","Operating",146,"Investment, donations and other","NS"
"736","Ontario","Ancillary enterprises","2009/2010","Operating",282570,"Investment, donations and other","ON"
"737","Ontario","Fees","2009/2010","Operating",969718,"Fees","ON"
"738","Ontario","Municipal","2009/2010","Capital",26,"Municipal","ON"
"739","Ontario","Provincial","2009/2010","Sponsored research",1325,"Provincial","ON"
"740","Ontario","Municipal","2009/2010","Operating",5532,"Municipal","ON"
"741","Ontario","Miscellaneous","2009/2010","Sponsored research",1482,"Investment, donations and other","ON"
"742","Ontario","Investment income","2009/2010","Operating",12912,"Investment, donations and other","ON"
"743","Ontario","Federal","2009/2010","Operating",27233,"Federal","ON"
"744","Ontario","Donations, bequests and non-government grants","2009/2010","Sponsored research",537,"Investment, donations and other","ON"
"745","Ontario","Donations, bequests and non-government grants","2009/2010","Operating",20414,"Investment, donations and other","ON"
"746","Ontario","Provincial","2009/2010","Capital",81495,"Provincial","ON"
"747","Ontario","Miscellaneous","2009/2010","Capital",8782,"Investment, donations and other","ON"
"748","Ontario","Ancillary enterprises","2009/2010","Capital",1466,"Investment, donations and other","ON"
"749","Ontario","Donations, bequests and non-government grants","2009/2010","Capital",11040,"Investment, donations and other","ON"
"750","Ontario","Federal","2009/2010","Capital",4614,"Federal","ON"
"751","Ontario","Investment income","2009/2010","Capital",823,"Investment, donations and other","ON"
"752","Ontario","Provincial","2009/2010","Operating",1599982,"Provincial","ON"
"753","Ontario","Federal","2009/2010","Sponsored research",1308,"Federal","ON"
"754","Ontario","Miscellaneous","2009/2010","Operating",224897,"Investment, donations and other","ON"
"755","Prince Edward Island","Federal","2009/2010","Operating",1805,"Federal","PE"
"756","Prince Edward Island","Miscellaneous","2009/2010","Operating",5332,"Investment, donations and other","PE"
"757","Prince Edward Island","Federal","2009/2010","Capital",1614,"Federal","PE"
"758","Prince Edward Island","Donations, bequests and non-government grants","2009/2010","Operating",105,"Investment, donations and other","PE"
"759","Prince Edward Island","Ancillary enterprises","2009/2010","Operating",3153,"Investment, donations and other","PE"
"760","Prince Edward Island","Fees","2009/2010","Operating",14028,"Fees","PE"
"761","Prince Edward Island","Provincial","2009/2010","Capital",2095,"Provincial","PE"
"762","Prince Edward Island","Provincial","2009/2010","Operating",24795,"Provincial","PE"
"763","Prince Edward Island","Investment income","2009/2010","Operating",1,"Investment, donations and other","PE"
"764","Prince Edward Island","Donations, bequests and non-government grants","2009/2010","Capital",850,"Investment, donations and other","PE"
"765","Quebec","Fees","2009/2010","Operating",142668,"Fees","QC"
"766","Quebec","Donations, bequests and non-government grants","2009/2010","Capital",635,"Investment, donations and other","QC"
"767","Quebec","Ancillary enterprises","2009/2010","Operating",100143,"Investment, donations and other","QC"
"768","Quebec","Provincial","2009/2010","Sponsored research",5795,"Provincial","QC"
"769","Quebec","Donations, bequests and non-government grants","2009/2010","Sponsored research",9172,"Investment, donations and other","QC"
"770","Quebec","Provincial","2009/2010","Operating",1938866,"Provincial","QC"
"771","Quebec","Miscellaneous","2009/2010","Operating",49871,"Investment, donations and other","QC"
"772","Quebec","Provincial","2009/2010","Capital",210275,"Provincial","QC"
"773","Quebec","Municipal","2009/2010","Capital",34,"Municipal","QC"
"774","Quebec","Miscellaneous","2009/2010","Sponsored research",3037,"Investment, donations and other","QC"
"775","Quebec","Miscellaneous","2009/2010","Capital",51146,"Investment, donations and other","QC"
"776","Quebec","Investment income","2009/2010","Operating",2594,"Investment, donations and other","QC"
"777","Quebec","Donations, bequests and non-government grants","2009/2010","Operating",30488,"Investment, donations and other","QC"
"778","Quebec","Federal","2009/2010","Sponsored research",1484,"Federal","QC"
"779","Quebec","Federal","2009/2010","Operating",3150,"Federal","QC"
"780","Quebec","Borrowings","2009/2010","Capital",1717,"Investment, donations and other","QC"
"781","Quebec","Investment income","2009/2010","Capital",3316,"Investment, donations and other","QC"
"782","Quebec","Investment income","2009/2010","Sponsored research",308,"Investment, donations and other","QC"
"783","Saskatchewan","Investment income","2009/2010","Capital",111,"Investment, donations and other","SK"
"784","Saskatchewan","Federal","2009/2010","Operating",6150,"Federal","SK"
"785","Saskatchewan","Ancillary enterprises","2009/2010","Operating",8682,"Investment, donations and other","SK"
"786","Saskatchewan","Donations, bequests and non-government grants","2009/2010","Operating",859,"Investment, donations and other","SK"
"787","Saskatchewan","Federal","2009/2010","Sponsored research",10,"Federal","SK"
"788","Saskatchewan","Miscellaneous","2009/2010","Capital",95,"Investment, donations and other","SK"
"789","Saskatchewan","Fees","2009/2010","Operating",43941,"Fees","SK"
"790","Saskatchewan","Donations, bequests and non-government grants","2009/2010","Capital",250,"Investment, donations and other","SK"
"791","Saskatchewan","Investment income","2009/2010","Operating",352,"Investment, donations and other","SK"
"792","Saskatchewan","Borrowings","2009/2010","Capital",706,"Investment, donations and other","SK"
"793","Saskatchewan","Miscellaneous","2009/2010","Operating",5216,"Investment, donations and other","SK"
"794","Saskatchewan","Provincial","2009/2010","Capital",25290,"Provincial","SK"
"795","Saskatchewan","Provincial","2009/2010","Operating",220316,"Provincial","SK"
"796","Alberta","Ancillary enterprises","2008/2009","Operating",119407,"Investment, donations and other","AB"
"797","Alberta","Donations, bequests and non-government grants","2008/2009","Operating",22390,"Investment, donations and other","AB"
"798","Alberta","Provincial","2008/2009","Capital",38854,"Provincial","AB"
"799","Alberta","Donations, bequests and non-government grants","2008/2009","Capital",1570,"Investment, donations and other","AB"
"800","Alberta","Federal","2008/2009","Sponsored research",83,"Federal","AB"
"801","Alberta","Federal","2008/2009","Capital",215,"Federal","AB"
"802","Alberta","Municipal","2008/2009","Operating",165,"Municipal","AB"
"803","Alberta","Investment income","2008/2009","Sponsored research",255,"Investment, donations and other","AB"
"804","Alberta","Ancillary enterprises","2008/2009","Capital",94,"Investment, donations and other","AB"
"805","Alberta","Miscellaneous","2008/2009","Sponsored research",1174,"Investment, donations and other","AB"
"806","Alberta","Miscellaneous","2008/2009","Operating",74292,"Investment, donations and other","AB"
"807","Alberta","Federal","2008/2009","Operating",13043,"Federal","AB"
"808","Alberta","Provincial","2008/2009","Operating",929518,"Provincial","AB"
"809","Alberta","Donations, bequests and non-government grants","2008/2009","Sponsored research",446,"Investment, donations and other","AB"
"810","Alberta","Provincial","2008/2009","Sponsored research",2065,"Provincial","AB"
"811","Alberta","Investment income","2008/2009","Operating",6357,"Investment, donations and other","AB"
"812","Alberta","Fees","2008/2009","Operating",394608,"Fees","AB"
"813","Alberta","Miscellaneous","2008/2009","Capital",12401,"Investment, donations and other","AB"
"814","British Columbia","Municipal","2008/2009","Operating",65,"Municipal","BC"
"815","British Columbia","Miscellaneous","2008/2009","Sponsored research",1,"Investment, donations and other","BC"
"816","British Columbia","Miscellaneous","2008/2009","Capital",4425,"Investment, donations and other","BC"
"817","British Columbia","Ancillary enterprises","2008/2009","Operating",53668,"Investment, donations and other","BC"
"818","British Columbia","Borrowings","2008/2009","Capital",27,"Investment, donations and other","BC"
"819","British Columbia","Investment income","2008/2009","Capital",848,"Investment, donations and other","BC"
"820","British Columbia","Federal","2008/2009","Operating",11615,"Federal","BC"
"821","British Columbia","Provincial","2008/2009","Capital",72121,"Provincial","BC"
"822","British Columbia","Donations, bequests and non-government grants","2008/2009","Operating",8224,"Investment, donations and other","BC"
"823","British Columbia","Provincial","2008/2009","Operating",578239,"Provincial","BC"
"824","British Columbia","Donations, bequests and non-government grants","2008/2009","Capital",913,"Investment, donations and other","BC"
"825","British Columbia","Fees","2008/2009","Operating",260140,"Fees","BC"
"826","British Columbia","Investment income","2008/2009","Operating",2067,"Investment, donations and other","BC"
"827","British Columbia","Miscellaneous","2008/2009","Operating",45290,"Investment, donations and other","BC"
"828","Manitoba","Provincial","2008/2009","Capital",20926,"Provincial","MB"
"829","Manitoba","Provincial","2008/2009","Sponsored research",26,"Provincial","MB"
"830","Manitoba","Donations, bequests and non-government grants","2008/2009","Operating",2734,"Investment, donations and other","MB"
"831","Manitoba","Fees","2008/2009","Operating",39278,"Fees","MB"
"832","Manitoba","Ancillary enterprises","2008/2009","Operating",10566,"Investment, donations and other","MB"
"833","Manitoba","Federal","2008/2009","Sponsored research",41,"Federal","MB"
"834","Manitoba","Federal","2008/2009","Operating",261,"Federal","MB"
"835","Manitoba","Donations, bequests and non-government grants","2008/2009","Capital",381,"Investment, donations and other","MB"
"836","Manitoba","Investment income","2008/2009","Operating",1300,"Investment, donations and other","MB"
"837","Manitoba","Provincial","2008/2009","Operating",149769,"Provincial","MB"
"838","Manitoba","Miscellaneous","2008/2009","Operating",5089,"Investment, donations and other","MB"
"839","Manitoba","Municipal","2008/2009","Operating",4,"Municipal","MB"
"840","Manitoba","Miscellaneous","2008/2009","Sponsored research",5,"Investment, donations and other","MB"
"841","New Brunswick","Federal","2008/2009","Capital",4,"Federal","NB"
"842","New Brunswick","Provincial","2008/2009","Operating",86485,"Provincial","NB"
"843","New Brunswick","Ancillary enterprises","2008/2009","Operating",372,"Investment, donations and other","NB"
"844","New Brunswick","Fees","2008/2009","Operating",23806,"Fees","NB"
"845","New Brunswick","Investment income","2008/2009","Operating",90,"Investment, donations and other","NB"
"846","New Brunswick","Donations, bequests and non-government grants","2008/2009","Operating",1662,"Investment, donations and other","NB"
"847","New Brunswick","Provincial","2008/2009","Capital",52,"Provincial","NB"
"848","New Brunswick","Federal","2008/2009","Operating",4130,"Federal","NB"
"849","New Brunswick","Miscellaneous","2008/2009","Operating",4224,"Investment, donations and other","NB"
"850","Newfoundland and Labrador","Fees","2008/2009","Operating",24178,"Fees","NL"
"851","Newfoundland and Labrador","Investment income","2008/2009","Operating",334,"Investment, donations and other","NL"
"852","Newfoundland and Labrador","Federal","2008/2009","Operating",16948,"Federal","NL"
"853","Newfoundland and Labrador","Ancillary enterprises","2008/2009","Operating",4855,"Investment, donations and other","NL"
"854","Newfoundland and Labrador","Miscellaneous","2008/2009","Capital",1826,"Investment, donations and other","NL"
"855","Newfoundland and Labrador","Provincial","2008/2009","Operating",82240,"Provincial","NL"
"856","Newfoundland and Labrador","Provincial","2008/2009","Capital",139,"Provincial","NL"
"857","Nova Scotia","Investment income","2008/2009","Operating",863,"Investment, donations and other","NS"
"858","Nova Scotia","Ancillary enterprises","2008/2009","Operating",8762,"Investment, donations and other","NS"
"859","Nova Scotia","Miscellaneous","2008/2009","Operating",9876,"Investment, donations and other","NS"
"860","Nova Scotia","Federal","2008/2009","Capital",2771,"Federal","NS"
"861","Nova Scotia","Federal","2008/2009","Operating",22961,"Federal","NS"
